,Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix_Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
103,livewellprojects.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
104,"attnethelp.webnode.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
105,tinyurl.com,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
106,ridinghouseindia.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
107,amethystia.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
108,paialowereasterncherokeenationsc.com,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
109,cover-acct06437.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
110,aharsntenetsrelsioncustomizedia.com,0,0,1,2,0,0,0,0,1,0,1,1,1,1,1,1,1
111,safety-acct-003342.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
112,dressesmela.com,0,0,0,2,1,0,0,0,1,0,1,1,0,0,1,0,1
113,"sicredisic.com.br
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
114,31.220.111.56,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
115,kuswanto.co.id,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
116,formcrafts.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
117,mattewfisher1.000webhostapp.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
118,singandvoice.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
119,sententia.com.ar,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
120,149.56.201.163,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
121,web-designing-india.org,0,0,0,3,0,0,0,1,1,0,1,1,1,0,1,0,1
122,54.157.20.99,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
123,sea.com.sa,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
124,zogheb.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
125,fgtscontasinativas.online,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
126,consultasinvativasfgts.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
127,extratofgtsonline.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
128,store2.apple.ch.email-forwarding.webstore.websis.info,0,0,1,3,0,0,0,1,1,0,1,1,1,1,1,1,1
129,citadelchurchjax.com,0,0,1,5,0,0,1,0,1,0,1,1,0,0,1,0,1
130,peloclub.com,0,0,1,6,0,0,0,0,1,0,1,1,1,1,1,1,1
131,innovi.cc,0,0,1,3,0,0,0,0,1,0,1,1,1,1,1,1,1
132,momsweetmoms.com,0,0,0,4,0,0,0,0,1,0,1,1,1,1,1,1,1
133,samanesang.com,0,0,1,5,0,0,0,0,1,0,1,1,1,1,1,1,1
134,store2.apple.ch.email-forwarding.webstore.websis.info,0,0,1,2,0,0,0,1,1,0,1,1,1,1,1,1,1
135,suisscards-ch.elecapponline.net,0,0,0,3,0,0,0,1,1,0,1,1,1,1,1,1,1
136,store2.apple.ch.email-forwarding.webstore.websis.info,0,0,1,2,0,0,0,1,1,0,1,1,1,1,1,1,1
137,asa-direct.ru,0,0,0,6,0,0,0,1,1,0,1,1,1,1,1,1,1
138,pascasarjana.uniba-bpn.ac.id,0,0,1,4,0,0,0,1,1,0,1,1,0,0,1,0,1
139,hb.redllink.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
140,hb.redllink.com,0,0,1,3,0,0,0,0,1,0,1,1,1,1,1,1,1
141,xenangdaiduong.com.vn,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
142,tizianabeauty.ch,0,0,1,11,0,0,0,0,1,0,1,1,1,1,1,1,1
143,zemindar.lt,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
144,crielv.com.br,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
145,sagittariusglobal.com,0,0,1,4,1,0,0,0,1,0,1,1,0,0,1,0,1
146,sagittariusglobal.com,0,0,1,4,1,0,0,0,1,0,1,1,0,0,1,0,1
147,goo.gl,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
148,abuv.com.br,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
149,voetudoazul.serveuser.com,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
150,rustmaster.com.br,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
151,rustmaster.com.br,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
152,30horasdigital.myvnc.com,0,0,1,2,0,0,0,0,1,0,1,1,1,1,1,1,1
153,i-house.se,0,0,1,2,0,0,0,1,1,0,1,1,0,0,1,0,1
154,prayogispl.in,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
155,zdcp.org,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
156,celebrapack.com,0,0,0,4,0,0,0,0,1,0,1,1,1,1,1,1,1
157,hyperbay.net,0,0,1,6,0,0,0,0,1,0,1,1,1,1,1,1,1
158,thehotelmanagment.com,0,0,0,2,0,0,1,0,1,0,1,1,1,1,1,1,1
159,binary-project.com,0,0,0,4,0,0,1,1,1,0,1,1,0,0,1,0,1
160,abuv.com.br,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
161,cover-acct09964.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
162,academica.pt,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
163,kalempong-fb01.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
164,dujanapublicschool.com,0,0,1,14,0,0,0,0,1,0,1,1,1,1,1,1,1
165,abuv.com.br,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
166,paialowereasterncherokeenationsc.com,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
167,abuv.com.br,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
168,34.201.92.123,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
169,149.56.144.216,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
170,jose200495fgts.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
171,34.224.68.176,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
172,"consultasaldossl.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
173,"meusaldos.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
174,fgts-mobile.com,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
175,fgts.mobi,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
176,aolonlineservices.cba.pl,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
177,caixa.extratofgtsliberados2017.com,0,0,1,2,0,0,0,0,1,0,1,1,1,1,1,1,1
178,webmailupgrade-001-site1.itempurl.com,0,0,1,3,0,0,0,1,1,0,1,1,1,1,1,1,1
179,scs-network.com,0,0,0,2,0,0,0,1,1,0,1,1,0,0,1,0,1
180,shittyurl.org,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
181,ronin.com.pk,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
182,raik.hub-web.com,0,0,1,2,0,0,0,1,1,0,1,1,0,0,1,0,1
183,provoliprints.gr,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
184,service-info-dk.hol.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
185,goepsa.com,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
186,tinyurl.com,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
187,dh16.co.vu,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1
188,kontuit-fb01.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
189,hunmumu.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
190,ctrl4enviro.com,0,1,1,8,0,0,0,0,1,0,1,1,0,0,1,0,1
191,wwp-cartasi-titoari-portale-sicreuzza-2017.dynamic-dns.net,0,0,1,2,0,0,0,1,1,0,1,1,0,0,1,0,1
192,communitysicurezza.3mitalia.it,0,0,1,7,0,0,0,0,1,0,1,1,0,0,1,1,1
193,kustomfloordesigns.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
194,goepsa.com,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
195,citydesignerweb.com,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
196,goepsa.com,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
197,tinyurl.com,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
198,stikliniekadarbnica.lv,0,0,1,2,0,0,0,0,1,0,1,1,1,1,1,1,1
199,caixa.consultafgtsinativoliberado2017.com,0,0,1,2,0,0,0,0,1,0,1,1,1,1,1,1,1
200,sicoob-card.com,0,0,0,2,0,0,0,1,1,0,1,1,1,1,1,1,1
201,bit.ly,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1
202,bit.ly,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1
203,communicatewithsh.com,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
204,unifr-ch.weebly.com,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1
205,formcrafts.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
206,giftmorden.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
207,snspsladwa.org,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
208,outlookmaintenace.urest.org,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
209,viewerpdf.com,0,0,1,2,0,0,0,0,1,0,1,1,1,1,1,1,1
210,herbertundschnipsi.de,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
211,"servicossociaiscaixa.com.br
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
212,karuniabinainsani-16.co.id,0,0,1,4,0,0,0,1,1,0,1,1,1,1,1,1,1
213,violattions-notifications-seresa.esy.es,0,0,1,2,0,0,0,1,1,0,1,1,1,1,1,1,1
214,recover-acct5487.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
215,bit.ly,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
216,skafs.ca,0,0,0,4,0,0,0,0,1,0,1,1,0,0,1,0,1
217,scs-network.com,0,0,0,2,0,0,0,1,1,0,1,1,0,0,1,0,1
218,anuragjewellery.com,0,0,1,3,0,0,0,0,1,0,1,1,1,1,1,1,1
219,nnconsultoria.com.br,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
220,anuragjewellery.com,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
221,safety-check-739210.esy.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
222,ellimanestate.executeart.in,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
223,bit.ly,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1
224,netibesanta.esy.es,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
225,netibesanta.esy.es,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
226,nnconsultoria.com.br,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
227,fgts-inativados.com,0,0,1,4,0,0,0,1,1,0,1,1,1,1,1,1,1
228,it-maintenance.tripod.com,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1
229,consultacontasinativa.com,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
230,extratoinativo.com,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
231,unimore.gr,0,0,1,7,0,0,0,0,1,0,1,1,1,1,1,1,1
232,security-update-center.serverlux.me,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
233,webmupgrde060517.tripod.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
234,neymo.org,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
235,nnconsultoria.com.br,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
236,nnconsultoria.com.br,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
237,loogin-recovery-account87.esy.es,0,0,1,2,0,0,0,1,1,0,1,1,1,1,1,1,1
238,roadfitterapparel.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
239,hydracsa.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
240,loogin-facebook-safety.esy.es,0,0,0,2,0,0,0,1,1,0,1,1,1,1,1,1,1
241,service-info-il.hol.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
242,service-info-il.hol.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
243,info-service-il.hol.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
244,info-service-il.hol.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
245,kingsupteded.com,0,0,0,4,0,0,0,0,1,0,1,1,1,1,1,1,1
246,blueappleassociates.com,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
247,Summerseason.tavapirts.lv,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
248,sharkprojects.fruitfuldemo.com,0,0,1,2,0,0,0,0,1,0,1,1,1,1,1,1,1
249,cavazosengineering.com,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,1
250,nnconsultoria.com.br,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
251,acct-cover-0899812.esy.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
252,tumbuang-fb.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
253,bank.barclays.co.uk.olb.auth.loginlink.action.loginlink.action.loginlink.action.loginlink.action.onandoffagain.com,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
254,tehofilter.fi,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
255,nnconsultoria.com.br,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
256,marcof.pro.br,0,0,1,6,0,0,0,0,1,0,1,1,1,1,1,1,1
257,desearch.co.uk,0,0,1,6,0,0,0,0,1,0,1,1,0,0,1,0,1
258,xn--https-servio-85-omb.jelastic.regruhosting.ru,0,0,1,6,0,1,0,1,1,0,1,1,0,0,1,0,1
259,lineyuy.cn,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
260,"webmail-app-outlook-info.weebly.com
",0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1
261,indexdateprofile.890m.com,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
262,zdcp.org,0,1,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
263,bsgodenderleeuw.be,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
264,sol-manager.fr,0,0,0,3,0,0,0,1,1,0,1,1,1,1,1,1,1
265,wifibkk.com,0,0,0,5,0,0,0,0,1,0,1,1,1,1,1,1,1
266,notice-payment.invoiceappconfirmation.com,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
267,sitesumo.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
268,r129motoring.com,0,0,1,8,0,0,0,0,1,0,1,1,0,0,1,0,1
269,novavidasamambaia.com.br,0,0,1,6,0,0,0,0,1,0,1,1,0,0,1,0,1
270,academica.pt,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
271,academica.pt,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
272,bestsearch.info,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
273,innovateapp.ru,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
274,ovtoc.com,0,0,1,7,0,0,0,0,1,0,1,1,0,0,1,0,1
275,ellepimmobiliare.it,0,0,1,5,0,0,1,0,1,0,1,1,0,0,1,0,1
276,ellepimmobiliare.it,0,0,1,5,0,0,1,0,1,0,1,1,0,0,1,0,1
277,env-9019617.jelastic.regruhosting.ru,0,0,1,4,0,0,0,1,1,0,1,1,0,0,1,0,1
278,ambrosiabanquethall.com,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
279,depatmens-recons002.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
280,secure-notification-pagesfb-inc.com,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
281,gispi.in,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
282,saedds4343354.esy.es,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
283,acct-recover7895345546.esy.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
284,ssmh.cz,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
285,freshinktattoostudio.com.au,0,0,1,2,0,0,0,0,1,0,1,1,1,1,1,1,1
286,syscan-id.com,0,0,1,5,1,0,0,1,1,0,1,1,0,0,1,0,1
287,caixa.fgtsliberado2017.com,0,0,1,2,0,0,0,0,1,0,1,1,1,1,1,1,1
288,acct-recover7895345.esy.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
289,checkpoint-erorr-fb005.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
