,Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix_Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
84,home.arcor.de,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,0
85,dtwins.co.uk,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,0
86,members.tripod.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,1,0
87,geocities.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,1,0
88,cursedmoons.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
89,worldshaking.net,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
90,shoujoai.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
91,angelfire.com,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,0
92,groups.yahoo.com,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
93,privateholes.com,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
94,privateholes.com,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
95,anime-hentai-cartoons.com,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0
96,idd00788.eresmas.net,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0
97,applicot.com,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0
98,adultcompass.com,0,0,0,5,0,0,0,0,1,0,1,1,0,0,1,0,0
99,adult-anime-hentai.com,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0
100,emuck.com:3000,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0
101,danoday.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
102,groups.yahoo.com,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,0,0
103,voice-international.com,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0
104,livinglegendsltd.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
105,voicechasers.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0
106,hollywoodcollectorshow.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
107,geocities.com,0,0,0,4,0,0,0,0,1,0,1,1,0,0,1,1,0
108,asifa.proboards61.com,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
109,groups.yahoo.com,0,0,1,5,1,0,0,0,1,0,1,1,0,0,1,0,0
110,us.imdb.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,0
111,pamelynferdin.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
112,pamferdin.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
113,monkeydog.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
114,teamknightrider.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,0
115,us.imdb.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,0
116,anp.awn.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0
117,awn.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0
118,awn.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0
119,awn.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0
120,us.imdb.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,0
121,voicechasers.com,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
122,vortex.com,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
123,starbulletin.com,0,0,1,5,0,0,0,0,1,0,1,1,1,1,1,1,0
124,anp.awn.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0
125,cerias.purdue.edu,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,1,0
126,awn.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0
127,awn.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0
128,archives.seattletimes.nwsource.com,0,0,1,5,0,0,0,0,1,0,1,1,1,1,1,1,0
129,geocities.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,1,0
130,us.imdb.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,0
131,voicechasers.com,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
132,patfraley.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
133,nerf-herders-anonymous.net,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0
134,vasta.org,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0
135,news.toonzone.net,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,0
136,members.tripod.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,1,0
137,radiospirits.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0
138,us.imdb.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,0
139,freberg.westnet.com,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0
140,aarp.org,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,1,0
141,cosmik.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0
142,tsimon.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
143,firezine.net,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0
144,thehutch.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0
145,povonline.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0
146,povonline.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0
147,austinchronicle.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,1,0
148,dawsbutler.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
149,freberg.westnet.com,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0
150,rhino.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0
151,hitcomedy.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
152,cyberonic.net,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,0
153,povonline.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0
154,freberg.westnet.com,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0
155,epinions.com,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
156,citypaper.net,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,0
157,crispinfreeman.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
158,reelradio.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0
159,spookytoms.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
160,hollowhill.com,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,0
161,dvdtalk.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,1,0
162,us.imdb.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,0
163,voicechasers.com,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
164,bakerstreetdozen.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
165,us.imdb.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,0
166,geocities.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,1,0
167,angelfire.com,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,0
168,geocities.com,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,1,0
169,geocities.com,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,1,0
170,doreen.mkbmemorial.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0
171,geocities.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,1,0
172,"behindthevoiceactors.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
173,keyframeonline.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
174,voicechasers.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
175,us.imdb.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,0
176,taoslandandfilm.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
177,us.imdb.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,0
178,kathygarver.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
179,us.imdb.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,0
180,dickgautier.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0
181,dangilvezan.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
182,us.imdb.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,0
183,us.imdb.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,0
184,tv-now.com,0,0,0,2,0,0,0,1,1,0,1,1,0,0,1,0,0
185,cdaccess.com,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,0
186,genetic_mishap.tripod.com,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
187,angelfire.com,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
188,us.imdb.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,0
189,www-tech.mit.edu,0,0,0,3,0,0,0,1,1,0,1,1,0,0,1,0,0
190,www-tech.mit.edu,0,0,0,3,0,0,0,1,1,0,1,1,0,0,1,0,0
191,octopusmediaink.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0
192,citypaper.net,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
193,jam.canoe.ca,0,0,1,8,0,0,0,0,1,0,1,1,1,1,1,1,0
194,voicechasers.com,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
195,kylehebert.com,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0
196,post-gazette.com,0,0,1,2,0,0,0,1,1,0,1,1,1,1,1,1,0
197,serkworks.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0
198,armory.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0
199,voicechasers.com,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
200,docharris.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
201,lushmedia.co.uk,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0
202,dav-productions.com,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0
203,ccvideo.net,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
204,blueyed.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
205,koalatv.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
206,goaggressive.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
207,emblemma.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0
208,killingtimeproductions.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
209,rollingrproductions.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0
210,"boutwellstudios.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
211,"blindruckus.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
212,roadrecords.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
213,"coupestudios.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
214,"kellogg-rice.com
",0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0
215,"sarley.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
216,"deadlyproductions.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
217,"rickaudio.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
218,"fmsystems.net
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
219,gamebeatinc.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
220,members.tripod.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,1,0
221,"loftinpro.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
222,"noisefloor.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
223,"wavegroup.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
224,audiolinks.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
225,business.fortunecity.com,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,0
226,harkproductions.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
227,"loree-nelson.com
",0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0
228,"thilldesign.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
229,"cgdesign.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
230,"moonaluna.net
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
231,"rjbstudio.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
232,"folioinc.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
233,"colorpagesinc.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
234,"svengoody.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
235,"doclivingston.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
236,broadsideinteractive.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
237,celticharper.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
238,"copelandesign.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
239,"gilmourcreative.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
240,"twentyfirst.co.uk
",0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0
241,"blacktide.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
242,"magusgraphics.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
243,geocities.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,1,0
244,"graphicsillustrated.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
245,"sullivancreative.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
246,thincgrafx.com,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0
247,"rappyco.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
248,vcpresentations.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0
249,"philipperaimbault.com
",0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0
250,"jandjgraphics.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
251,transmediaproject.com,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0
252,informationexperts.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
253,pluribusmedia.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
254,"adaptivedesign.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
255,"logodesignonline.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
256,"pentagonstudios.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
257,"cre8tivproductions.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
258,"stevensonsharpe.co.uk
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
259,"millercreative.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
260,e-nimation.com,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0
261,"springdesigngroup.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
262,"newsdesign.com.hk
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
263,"ronelmm.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
264,"themakers.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
265,"mochamedia.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
266,"maksimedia.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
267,"lughstudio.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
268,"osprey.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
269,somme.no,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
270,"impactgroup.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
271,paulmaple.co.uk,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,0
272,"pennvid.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
273,cell-media.com,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0
274,concisegroup.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
275,"picturevideo.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
276,"accelvideo.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
277,"altana.com.ar
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
278,allvid.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
279,"babadigital.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
280,"mcdougalldigital.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
281,imacron.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0
282,reelized.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
283,"vandongenav.nl
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
284,"rubiconproductions.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
285,"visionsoundcomm.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
286,avrs.net,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0
287,"vldigital.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
288,videomagicpro.net,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
289,swerdlow.co.uk,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
290,"sierrabreeze.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
291,jnproductions.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
292,"scribblemedia.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
293,"stormshooters.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
294,"bigshoulders.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
295,"1digital.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
296,"manningproductions.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
297,"videocopies.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
298,"cardinal-broadcast.com
",0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0
299,"dvfilm.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
300,"parrottastudio.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
301,"pearlmanaudiovideo.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
302,"pagerankers.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
303,"purevisibility.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
304,pepperjam.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
305,"platinumservices.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
