iter	Passed	Remaining
849	11226	1981
850	11238	1967
851	11257	1955
852	11290	1945
853	11301	1932
854	11314	1918
855	11325	1905
856	11337	1891
857	11353	1879
858	11367	1865
859	11383	1853
860	11397	1839
861	11407	1826
862	11417	1812
863	11427	1798
864	11438	1785
865	11452	1772
866	11456	1757
867	11467	1743
868	11482	1730
869	11491	1717
870	11520	1706
871	11532	1692
872	11546	1679
873	11562	1666
874	11575	1653
875	11586	1640
876	11596	1626
877	11606	1612
878	11616	1599
879	11626	1585
880	11636	1571
881	11649	1558
882	11658	1544
883	11672	1531
884	11687	1518
885	11698	1505
886	11712	1492
887	11722	1478
888	11733	1464
889	11743	1451
890	11783	1441
891	11796	1428
892	11808	1414
893	11819	1401
894	11829	1387
895	11841	1374
896	11854	1361
897	11865	1347
898	11876	1334
899	11888	1320
900	11903	1307
901	11916	1294
902	11927	1281
903	11937	1267
904	11948	1254
905	11960	1240
906	11975	1227
907	11985	1214
908	12021	1203
909	12035	1190
910	12045	1176
911	12061	1163
912	12070	1150
913	12078	1136
914	12087	1122
915	12098	1109
916	12108	1095
917	12122	1082
918	12132	1069
919	12146	1056
920	12161	1043
921	12172	1029
922	12182	1016
923	12193	1002
924	12203	989
925	12216	976
926	12226	962
927	12263	951
928	12273	938
929	12283	924
930	12294	911
931	12305	897
932	12318	884
933	12327	871
934	12336	857
935	12345	844
936	12356	830
937	12366	817
938	12375	803
939	12384	790
940	12395	777
941	12405	763
942	12420	750
943	12439	737
944	12448	724
945	12457	711
946	12466	697
947	12476	684
948	12484	670
949	12509	658
950	12518	645
951	12527	631
952	12539	618
953	12553	605
954	12566	592
955	12576	578
956	12587	565
957	12612	552
958	12633	540
959	12656	527
960	12692	515
961	12709	502
962	12720	488
963	12773	477
964	12787	463
965	12799	450
966	12809	437
967	12820	423
968	12829	410
969	12840	397
970	12851	383
971	12861	370
972	12887	357
973	12900	344
974	12910	331
975	12919	317
976	12929	304
977	12940	291
978	12954	277
979	12969	264
980	12978	251
981	13003	238
982	13013	225
983	13022	211
984	13032	198
985	13044	185
986	13053	171
987	13066	158
988	13077	145
989	13087	132
990	13097	118
991	13107	105
992	13123	92
993	13140	79
994	13155	66
995	13167	52
996	13178	39
997	13188	26
998	13198	13
999	13207	0
