iter	Logloss
316	0.3633448252
317	0.3633272712
318	0.3633270332
319	0.363321077
320	0.3633211099
321	0.3633183745
322	0.3633032745
323	0.3632987184
324	0.3632951025
325	0.3632842496
326	0.363282001
327	0.3632818298
328	0.3632823279
329	0.3632819686
330	0.3632813941
331	0.3632803756
332	0.3632780216
333	0.3632551121
334	0.3632515885
335	0.3632451691
336	0.3632442837
337	0.3632425696
338	0.3632426803
339	0.3632420017
340	0.3632421081
341	0.3632418619
342	0.363233383
343	0.3632322063
344	0.3632062145
345	0.363196206
346	0.3631807642
347	0.3631757993
348	0.3631758748
349	0.3631756429
350	0.363172586
351	0.363159949
352	0.3631600118
353	0.3631601537
354	0.3631601007
355	0.3631601007
356	0.363160287
357	0.363160263
358	0.3631595448
359	0.3631596303
360	0.3631592328
361	0.3631552894
362	0.3631537481
363	0.3631540736
364	0.363153435
365	0.3631532847
366	0.3631508406
367	0.3631511607
368	0.3631512421
369	0.3631513864
370	0.3631511162
371	0.3631505156
372	0.3631393458
373	0.3631325563
374	0.3631330305
375	0.3631327981
376	0.3631325324
377	0.3631323504
378	0.363132132
379	0.3631323128
380	0.3631304623
381	0.3631303088
382	0.3631297822
383	0.3631299635
384	0.3631301831
385	0.3631282547
386	0.3631277157
387	0.3631269252
388	0.3631269513
389	0.3631256409
390	0.3631242295
391	0.3631244889
392	0.3631241798
393	0.3631245392
394	0.3631226704
395	0.363110791
396	0.3631100853
397	0.3631085438
398	0.3631085462
399	0.3631064792
400	0.3631063459
401	0.3631064238
402	0.3631064603
403	0.3631071183
404	0.3631057383
405	0.3631057174
406	0.3631057593
407	0.3631057828
408	0.3631060259
409	0.3631059521
410	0.3631054611
411	0.3631057654
412	0.3631050122
413	0.3631046153
414	0.3631045397
415	0.3631047049
416	0.3631051454
417	0.363105262
418	0.3631048232
419	0.3631049141
420	0.3631046985
421	0.3631051609
422	0.3631046219
423	0.3631047523
424	0.3631046857
425	0.3631045871
426	0.3631031347
427	0.363103192
428	0.3631018215
429	0.3630824241
430	0.3630818028
431	0.3630797421
432	0.3630797049
433	0.3630796908
434	0.3630795253
435	0.3630795076
436	0.3630794222
437	0.363077061
438	0.3630729825
439	0.3630723251
440	0.3630717994
441	0.3630720886
442	0.3630691664
443	0.3630689253
444	0.3630688044
445	0.3630650736
446	0.3630349515
447	0.3630352863
448	0.363034971
449	0.3630294335
450	0.3630298522
451	0.3630299407
452	0.3630299407
453	0.3630210959
454	0.3630134278
455	0.3630131657
456	0.3630130373
457	0.3630129018
458	0.3630129397
459	0.3630130052
460	0.3630126837
461	0.3630121641
462	0.3630123934
463	0.3630121568
464	0.3630130035
465	0.3630130255
466	0.3630127243
467	0.3630119787
468	0.3630120038
469	0.3630121879
470	0.3630125272
471	0.3630117999
472	0.363011886
473	0.3630121682
474	0.3630122365
475	0.3630120784
476	0.3630054449
477	0.3630000246
478	0.3630001781
479	0.3629999158
480	0.3630002546
481	0.3629975444
482	0.3629980224
483	0.3629976125
484	0.3629975586
485	0.3629976707
486	0.3629974299
487	0.362996746
488	0.3629953547
489	0.3629953237
490	0.3629954238
491	0.3629954238
492	0.3629926156
493	0.3629926762
494	0.3629930412
495	0.3629929148
496	0.3629933213
497	0.3629925466
498	0.3629924052
499	0.3629926525
500	0.362992508
501	0.3629926297
502	0.3629924801
503	0.362992453
504	0.3629925031
505	0.362991675
506	0.3629917886
507	0.3629917803
508	0.3629916272
509	0.3629914917
510	0.362991759
511	0.3629918137
512	0.3629908913
513	0.3629909488
514	0.3629911814
515	0.3629903536
516	0.3629907491
517	0.362989761
518	0.362986335
519	0.3629671123
520	0.3629553174
521	0.3629477489
522	0.362947733
523	0.3629475175
524	0.3629475827
525	0.3629472242
526	0.3629475913
527	0.362947891
528	0.3629472645
529	0.3629474178
530	0.3629473255
531	0.362947549
532	0.3629475003
533	0.3629468715
534	0.3629468588
535	0.3629461333
536	0.3629458598
537	0.3629455894
538	0.3629454784
539	0.3629455744
540	0.3629452684
541	0.3629456236
542	0.362945385
543	0.3629454868
544	0.3629448907
545	0.3629443893
546	0.3629446156
547	0.3629447444
548	0.3629448475
549	0.3629446659
550	0.3629445137
551	0.362944664
552	0.3629445034
553	0.3629444787
554	0.3629442648
555	0.3629445668
556	0.3629445453
557	0.3629446359
558	0.3629444086
559	0.3629414288
560	0.3629416683
561	0.3629415917
562	0.3629411966
563	0.3629408533
564	0.3629412076
565	0.3629406911
566	0.3629409134
567	0.362941333
568	0.3629398991
569	0.3629400018
570	0.362939569
571	0.3629395436
572	0.3629399637
573	0.3629396286
574	0.3629395953
575	0.3629392797
576	0.3629389139
577	0.3629388752
578	0.3629393087
579	0.362938614
580	0.3629386492
581	0.3629389954
582	0.3629394559
583	0.3629389381
584	0.3629390822
585	0.3629374432
586	0.3629284249
587	0.3629285558
588	0.3629269585
589	0.36292722
590	0.3629271547
591	0.3629274348
592	0.3629257334
593	0.3629237613
594	0.3629234015
595	0.3629234413
596	0.3629237526
597	0.3629232303
598	0.3629232941
599	0.3629230446
600	0.3629234816
601	0.3629229657
602	0.3629219262
603	0.3629220466
604	0.3629220631
605	0.3629210384
606	0.3629210384
607	0.3629210887
608	0.3629210887
609	0.3629215153
610	0.3629214309
611	0.3629220877
612	0.3629211987
613	0.3629208686
614	0.3629210109
615	0.3629205345
616	0.3629184369
617	0.3629184391
618	0.3629186345
619	0.3629187308
620	0.3629188214
621	0.3629189743
622	0.3629185662
623	0.3629184479
624	0.3629184057
625	0.3629180191
626	0.3629181514
627	0.3629174677
628	0.3629176915
629	0.3629171698
630	0.3629173375
631	0.3629173632
632	0.3629170556
633	0.3629168308
634	0.3629171851
635	0.3629169752
636	0.3629172927
637	0.3629176675
638	0.3629169746
639	0.3629172919
640	0.3629168645
641	0.3629173442
642	0.3629158645
643	0.3629154094
644	0.362915768
645	0.36291579
646	0.3629155047
647	0.3629156087
648	0.3629149579
649	0.3629151617
650	0.3629148378
651	0.3629152367
652	0.3629154349
653	0.3629146624
654	0.3629145388
655	0.3629148335
656	0.3629146351
657	0.3629130213
658	0.3629126205
659	0.3629123992
660	0.3629125374
661	0.3629126254
662	0.362912325
663	0.3629120773
664	0.3629119477
665	0.3629124889
666	0.3629108077
667	0.3629111574
668	0.3629113064
669	0.362911059
670	0.3629112276
671	0.3629110262
672	0.3629106026
673	0.3629110944
674	0.3629097288
675	0.362909842
676	0.3629098873
677	0.3629091677
678	0.3629086547
679	0.362908915
680	0.3629087587
681	0.3629087964
682	0.3629090207
683	0.36290235
684	0.3629022647
685	0.3629022039
686	0.362901672
687	0.362901475
688	0.362901364
689	0.3629016448
690	0.3629016062
691	0.3629016263
692	0.3629018024
693	0.3629013482
694	0.3629013378
695	0.3629014187
696	0.3629006608
697	0.3629007865
698	0.3629009023
699	0.3629011763
700	0.3629004382
701	0.362900559
702	0.3629006645
703	0.3629005771
704	0.362900134
705	0.3629004107
706	0.3629003381
707	0.362900319
708	0.3629002321
709	0.3629002347
710	0.3628999157
711	0.3629001762
712	0.3629007926
713	0.3629005314
714	0.3629001851
715	0.3629002477
716	0.3629004244
717	0.3629001908
718	0.3629000654
719	0.3628998838
720	0.3628999924
721	0.3629001533
722	0.3629001026
723	0.3628999349
724	0.3629000101
725	0.3628999619
726	0.3629001888
727	0.362899407
728	0.362899618
729	0.3628998847
730	0.3628996116
731	0.3628993465
732	0.3628993465
733	0.3629002464
734	0.3628999649
735	0.362899361
736	0.3628987264
737	0.3628994107
738	0.3628987824
739	0.3628987069
740	0.3628981811
741	0.3628984903
742	0.3628978664
743	0.362897735
744	0.3628981591
745	0.3628981083
746	0.3628977634
747	0.3628982134
748	0.362897184
749	0.3628964428
750	0.3628965273
751	0.3628964794
752	0.3628961801
753	0.3628962001
754	0.3628959689
755	0.3628963696
756	0.3628786785
757	0.3628493581
758	0.362845551
759	0.3628455065
760	0.3628456953
761	0.3628452794
762	0.3628443409
763	0.3628439637
764	0.3628440419
765	0.362844004
766	0.3628440217
767	0.3628442946
768	0.3628446216
769	0.3628433692
770	0.362842612
771	0.3628364351
772	0.3628356273
773	0.3628353234
774	0.3628356611
775	0.3628354634
776	0.3628346103
777	0.3628341956
778	0.3628335752
779	0.3628338214
780	0.3628331278
781	0.3628329184
782	0.3628296838
783	0.3628168169
784	0.3628023107
785	0.362785854
786	0.3627813723
787	0.3627813723
788	0.3627813723
789	0.3627800863
790	0.3627717452
791	0.3627718775
792	0.3627716158
793	0.3627717236
794	0.3627719139
795	0.3627720623
796	0.3627654668
797	0.3627577679
798	0.3627475665
799	0.3627475665
800	0.362747436
801	0.362747436
802	0.3627476277
803	0.3627408503
804	0.362723335
805	0.3627190712
806	0.3627116261
807	0.3627055754
808	0.3626992982
809	0.3626939849
810	0.3626870868
811	0.3626839742
812	0.3626836756
813	0.3626732934
814	0.3626734494
815	0.3626707969
816	0.3626711389
817	0.3626685003
818	0.3626581541
819	0.3626580814
820	0.3626581896
821	0.3626582072
822	0.3626582324
823	0.362657965
824	0.362657965
825	0.3626581998
826	0.3626581048
827	0.3626580973
828	0.3626580901
829	0.3626485986
830	0.3626423928
831	0.362637079
832	0.3626369176
833	0.3626365822
834	0.3626366928
835	0.3626365569
836	0.3626366455
837	0.3626366782
838	0.3626364867
839	0.3626366478
840	0.3626363837
841	0.3626366126
842	0.3626366653
843	0.3626366703
844	0.3626360842
845	0.3626360842
846	0.3626305798
847	0.362630678
848	0.362630678
849	0.3626307103
850	0.3626310631
851	0.362630768
852	0.3626298756
853	0.3626297214
854	0.3626294329
855	0.3626295066
856	0.3626295448
857	0.3626282088
858	0.3626263928
859	0.3626186138
860	0.3626156601
861	0.3626153112
862	0.3626153264
863	0.3626154924
864	0.3626152132
865	0.3626088585
866	0.3626093567
867	0.3626090098
868	0.3625990158
869	0.3625993353
870	0.3625984642
871	0.3625984107
872	0.3625956876
873	0.3625882678
874	0.3625851101
875	0.362585221
876	0.3625854928
877	0.3625850286
878	0.3625850286
879	0.3625853178
880	0.3625853689
881	0.3625806343
882	0.3625806369
883	0.3625732737
884	0.362571114
885	0.3625713577
886	0.3625681794
887	0.3625678309
888	0.3625684201
889	0.3625684679
890	0.3625684606
891	0.3625679302
892	0.3625681091
893	0.3625680738
894	0.3625681846
895	0.3625680343
896	0.3625680268
897	0.3625680371
898	0.3625680448
899	0.3625678259
900	0.3625618509
901	0.3625617042
902	0.3625617042
903	0.3625618877
904	0.3625617469
905	0.3625621514
906	0.3625546623
907	0.3625548409
908	0.3625548839
909	0.3625547061
910	0.3625544377
911	0.3625494354
912	0.3625493626
913	0.3625496365
914	0.3625495359
915	0.3625495535
916	0.3625495908
917	0.3625454594
918	0.3625453917
919	0.3625434528
920	0.3625397014
921	0.3625390843
922	0.362538678
923	0.3625390677
924	0.362539336
925	0.362537395
926	0.3625375127
927	0.3625362868
928	0.3625364047
929	0.362536284
930	0.3625361806
931	0.362536161
932	0.3625312492
933	0.3625311942
934	0.3625315591
935	0.3625311959
936	0.3625313223
937	0.3625312694
938	0.3625311053
939	0.3625312097
940	0.3625311584
941	0.3625312719
942	0.3625274711
943	0.362524303
944	0.3625242708
945	0.3625242708
946	0.362524316
947	0.3625244056
948	0.3625243282
949	0.3625243282
950	0.3625243181
951	0.3625243936
952	0.3625161549
953	0.3625118126
954	0.3625052416
955	0.3625053346
956	0.3625050775
957	0.3625047129
958	0.3625045362
959	0.362504725
960	0.3625003473
961	0.3625004327
962	0.362500234
963	0.3625002893
964	0.3625004986
965	0.3625000511
966	0.3625000552
967	0.3625000552
968	0.3625000552
969	0.3624999596
970	0.3624998592
971	0.3625002138
972	0.3625000095
973	0.3624954669
974	0.3624955721
975	0.3624952557
976	0.3624951735
977	0.3624947944
978	0.362489231
979	0.3624842282
980	0.3624839276
981	0.3624841037
982	0.3624837565
983	0.3624837565
984	0.3624838017
985	0.362483752
986	0.3624837394
987	0.3624838089
988	0.3624836211
989	0.3624838932
990	0.3624836974
991	0.3624839917
992	0.3624773715
993	0.362472687
994	0.3624705709
995	0.362470913
996	0.3624709496
997	0.362470404
998	0.3624703589
999	0.362469983
