,Domain_Length,Subdomain_Level,Have_At_Sign,Have_Tilde_Symbol,No_Https,Having_IP,Domain_In_Subdomains,Domain_In_Paths,Http_In_Hostname,Double_Slash_In_Path,Num_Dots,Num_Dashes_In_Hostname,Num_Underscore,Num_Percent,Num_Query_Components,Num_Ampersand,Num_Hash,Num_Numeric_Chars,Num_Sensitive_Words,Ext_Favicon,Redirection,Tiny_URL,Prefix_Suffix,DNS,Domain_Age,Domain_End,Rank_Host,Rank_Country,Iframe,Mouse_Over,Right_Click,Forwarding
12485,20,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0
7421,16,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
8794,18,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1
10739,15,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0
927,19,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1144,19,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1
10419,13,1,1,0,1,1,0,0,0,0,4,0,0,0,1,0,0,10,0,0,0,0,0,0,1,1,1,1,0,0,0,0
5308,11,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
12800,23,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
1944,28,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1089,10,1,0,0,0,0,1,1,0,0,5,0,0,0,1,0,0,8,0,0,0,0,0,0,1,0,1,1,0,0,0,0
7868,13,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5762,17,1,0,0,0,0,1,1,0,0,2,0,2,0,1,0,0,71,0,0,0,0,0,0,0,1,1,1,0,0,0,0
4420,19,1,0,0,0,0,1,1,0,0,4,0,20,0,8,7,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7225,29,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1,1
10655,21,1,0,0,0,0,1,1,0,0,2,0,8,0,1,0,0,29,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1708,12,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
1183,23,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1596,16,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
543,16,1,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,147,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12621,21,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5620,13,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6605,33,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
4768,18,1,0,0,0,0,1,1,0,0,3,0,3,0,1,0,0,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8248,11,1,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9627,15,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
11625,12,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11270,38,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12989,27,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6946,16,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
11747,23,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
11556,17,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4388,48,1,0,0,0,0,1,1,0,0,12,2,0,14,3,2,0,29,2,0,0,1,1,0,0,0,1,1,1,1,1,1
1855,21,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7759,15,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
9636,31,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7197,31,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,2,0,0,0,0,1,0,0,1,1,1,1,1,1,1
1221,15,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6971,9,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5622,12,1,0,0,0,0,1,1,0,0,4,0,1,6,1,0,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2353,6,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1
10957,9,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8998,21,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2482,11,1,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7314,35,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
5633,12,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11888,15,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
2373,16,1,0,0,0,0,1,1,0,0,4,0,4,0,25,24,0,167,0,0,1,0,0,0,0,0,1,1,0,0,0,0
10180,32,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
7176,31,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
5662,7,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
8647,18,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
9274,14,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11352,12,1,1,0,1,0,1,1,0,0,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1044,9,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
5938,13,1,0,0,0,0,1,1,0,0,2,0,16,0,2,1,0,134,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6791,22,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8818,18,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11044,9,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4126,15,1,0,0,1,0,1,1,0,0,2,0,1,0,1,0,0,157,0,0,0,0,0,0,0,0,1,1,0,1,0,0
9081,24,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
6102,9,1,0,0,0,0,1,1,0,0,2,0,4,0,3,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
12506,43,1,0,0,1,0,1,1,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
8542,17,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
12744,28,1,1,0,1,0,1,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1
4040,25,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1449,31,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4871,17,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
8883,12,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8224,20,1,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0
5005,17,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
9901,7,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0
9448,19,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
204,17,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
7442,34,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,13,0,0,0,0,1,0,0,0,1,1,0,0,0,0
8594,22,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
11737,19,1,0,0,1,0,0,1,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4394,15,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
9220,17,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
12881,23,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
12465,18,1,1,0,1,0,0,1,0,0,4,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0
618,28,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1368,17,1,0,0,1,0,1,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4435,9,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3616,29,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,73,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4217,10,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3657,14,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
11823,15,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
450,9,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
4547,15,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1093,13,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11799,25,1,0,0,1,0,1,1,0,0,3,0,6,0,3,2,0,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12390,21,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4878,12,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
8321,28,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1
3792,15,1,0,0,0,0,1,1,0,0,3,0,0,0,3,2,0,12,0,0,1,1,0,0,0,0,1,1,0,0,0,1
8953,14,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0
160,10,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12405,9,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1
6759,29,1,0,0,0,0,1,1,0,0,3,4,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,1,1
1473,16,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2297,27,1,0,0,0,0,1,1,0,0,8,0,10,3,8,7,0,68,2,0,1,1,0,0,0,1,1,1,0,0,0,0
7749,15,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
11057,10,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5535,18,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3803,24,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8128,15,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
7423,16,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
2364,23,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5952,14,1,0,0,0,0,1,1,0,0,3,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3869,21,1,0,0,0,0,1,1,0,0,2,0,0,0,9,8,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
8066,38,1,0,0,1,0,1,1,0,0,2,6,0,0,1,0,0,9,0,0,0,0,1,0,1,1,1,1,0,0,0,0
8376,22,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
1451,17,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
5196,10,1,0,0,1,0,1,1,0,0,4,0,1,0,4,3,0,20,0,0,1,0,0,0,0,0,1,1,0,0,0,0
5048,15,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11513,30,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11559,28,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
8495,40,1,1,0,1,0,1,1,0,0,3,3,0,0,2,1,0,15,0,0,0,0,1,0,0,1,1,1,0,0,0,0
4573,15,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8489,15,1,1,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
1404,14,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5629,10,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0
