,Have_IP,Have_At,URL_Length,Redirection,https_Domain,TinyURL,Prefix_Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards
17344,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1469,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
15514,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
37574,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
9979,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1789,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11086,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
34955,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
12160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13602,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
2688,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20031,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10266,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
16951,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
32095,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
14369,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
17616,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38743,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
35601,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
19348,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
18639,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
11732,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17478,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
31117,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
35320,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
7616,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
22366,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
22402,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
3963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36790,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
13142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14648,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9879,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15461,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35416,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
36186,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
2763,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17829,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1051,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
32324,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
17291,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
29752,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14875,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
2841,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
10229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29369,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
537,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
31404,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
14581,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
15101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16034,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
15454,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26911,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
40719,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1528,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1272,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
22362,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1
11672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17535,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38596,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
33978,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
4521,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
81,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23755,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
38980,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
16781,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
36511,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
16541,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
35384,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
5709,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
37215,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
6484,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11803,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1173,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31187,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
20954,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33606,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14792,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
19228,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27904,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
20557,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
31208,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
5569,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
4249,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
8017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2063,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
18091,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
13707,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22634,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1
4596,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
7290,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
11129,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
14191,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1026,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
30309,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29160,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
31503,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
29388,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
4587,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
10943,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3474,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2363,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37416,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
29936,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13982,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10763,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40786,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
27908,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
39698,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
39069,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
11044,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
20219,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
9073,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
14261,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
20748,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
20716,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
32487,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
40231,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6947,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
25367,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
7468,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
20715,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
15986,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
11523,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
22617,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
31057,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
26578,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33525,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
27275,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
11575,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10489,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27253,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
38718,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
634,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
10264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37478,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
16537,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
14196,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26833,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
25650,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
29870,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3750,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
865,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
20742,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
23519,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
22372,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
10703,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
29320,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
35989,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
32902,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12594,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36214,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21098,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
25557,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
12629,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
38552,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
35373,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
9089,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
9472,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
9871,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40713,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1865,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
13046,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2924,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
34452,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
36980,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
26556,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
22842,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
20108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12576,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13505,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13098,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35010,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
17560,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15491,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
38701,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
29998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34522,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
23556,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
11051,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
620,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
31578,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
28494,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
38041,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
8998,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11887,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6493,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
40480,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
1078,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16367,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2877,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
26362,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
8950,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24895,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
10905,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12843,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
30186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16204,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
19293,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
118,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9629,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22956,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
25499,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
14028,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
40129,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
9082,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21572,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9741,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16099,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
3079,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30650,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27871,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
16368,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
22373,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
31614,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2093,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25025,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
27867,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
27027,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
26693,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
28648,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23101,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
31547,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
34480,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
29533,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14467,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
