,Label
10126,1
9012,1
6761,1
709,0
7151,1
13437,1
1027,0
8767,1
5474,0
34,0
8958,1
13506,1
13786,1
5425,0
12520,1
9029,1
8634,1
583,0
5605,0
3721,0
13780,1
1907,0
7278,1
4830,0
6267,0
13275,1
1208,0
2944,0
8159,1
5987,0
11334,1
1556,0
13749,1
3390,0
7066,1
2303,0
942,0
7856,1
12744,1
6638,1
3317,0
4790,0
795,0
926,0
12172,1
11441,1
6379,1
9086,1
6547,1
13988,1
12515,1
535,0
1055,0
2734,0
1418,0
8337,1
9600,1
6041,0
3334,0
2233,0
10051,1
11701,1
5362,0
3586,0
9993,1
11876,1
3110,0
11310,1
7272,1
1430,0
11998,1
3410,0
1841,0
13374,1
7473,1
12216,1
12788,1
9732,1
1289,0
12702,1
4692,0
9425,1
11665,1
12492,1
10606,1
9358,1
2872,0
4953,0
4674,0
9499,1
3785,0
2551,0
9719,1
8094,1
8575,1
636,0
9956,1
2142,0
320,0
11470,1
2567,0
6452,1
7336,1
9696,1
7029,1
11860,1
9120,1
7059,1
3769,0
79,0
6,0
1285,0
1274,0
3943,0
11838,1
7130,1
7630,1
10923,1
12145,1
1922,0
2402,0
6817,1
12328,1
2117,0
6622,1
3431,0
4942,0
11737,1
13925,1
4533,0
258,0
13607,1
10508,1
7720,1
10133,1
6056,0
2274,0
10596,1
10253,1
1671,0
1,0
4714,0
4291,0
6109,0
11258,1
11158,1
9778,1
2033,0
13893,1
201,0
5804,0
8439,1
6991,1
11690,1
9916,1
1901,0
5660,0
3958,0
5604,0
9104,1
13272,1
6499,1
14037,1
371,0
10939,1
8175,1
197,0
12301,1
2742,0
1229,0
4970,0
9212,1
9476,1
264,0
7158,1
9558,1
10247,1
2597,0
1905,0
12692,1
5259,0
1291,0
9786,1
4374,0
11240,1
13153,1
7213,1
6120,0
12481,1
5090,0
9661,1
4989,0
849,0
5691,0
1505,0
7632,1
641,0
793,0
11081,1
1606,0
9489,1
9382,1
6414,1
6579,1
6733,1
10117,1
6407,1
5670,0
4894,0
6800,1
3552,0
8533,1
4337,0
12681,1
3522,0
10018,1
5453,0
13929,1
7102,1
9988,1
5922,0
6516,1
4400,0
12514,1
1762,0
6558,1
9795,1
13301,1
720,0
9829,1
11855,1
11650,1
13917,1
1949,0
8293,1
3459,0
10059,1
6780,1
9721,1
11617,1
3272,0
3890,0
12505,1
7952,1
12115,1
3101,0
12404,1
2638,0
84,0
13825,1
4061,0
10485,1
10960,1
4349,0
6596,1
6299,0
4473,0
3882,0
4392,0
6664,1
5279,0
5317,0
12643,1
13077,1
1736,0
11070,1
12415,1
2055,0
5050,0
8490,1
689,0
5916,0
8992,1
8081,1
1234,0
9638,1
8261,1
2447,0
8386,1
10082,1
6952,1
14079,1
1971,0
12864,1
9380,1
13336,1
8903,1
9748,1
12783,1
2667,0
6523,1
12306,1
6386,1
4053,0
12260,1
11955,1
1908,0
8033,1
3830,0
1776,0
11835,1
1048,0
3488,0
10025,1
5239,0
12948,1
12891,1
3796,0
4111,0
12770,1
13150,1
6001,0
12854,1
275,0
6531,1
2137,0
11741,1
12606,1
8983,1
3203,0
4762,0
13001,1
12961,1
5983,0
11790,1
11206,1
10314,1
6024,0
7225,1
12091,1
3295,0
7991,1
8997,1
10733,1
11015,1
11708,1
13580,1
1181,0
13596,1
8610,1
1053,0
11260,1
8922,1
1562,0
13525,1
7246,1
12547,1
6092,0
8341,1
2749,0
11703,1
2171,0
7628,1
1106,0
13919,1
11816,1
13066,1
3445,0
11736,1
1641,0
4850,0
3651,0
5927,0
1431,0
6613,1
1822,0
13799,1
9001,1
12727,1
12885,1
13499,1
2907,0
8402,1
4640,0
6008,0
6581,1
6585,1
11071,1
6566,1
6359,1
4875,0
12368,1
4070,0
11060,1
2145,0
13350,1
2554,0
2216,0
2170,0
3713,0
13334,1
548,0
8773,1
66,0
7996,1
8419,1
7431,1
12053,1
1525,0
2210,0
7469,1
7795,1
1130,0
13815,1
2220,0
1089,0
7034,1
9860,1
2081,0
3126,0
6335,1
10235,1
10226,1
1527,0
4514,0
2319,0
11161,1
5307,0
8,0
9308,1
1182,0
10767,1
11421,1
12072,1
11634,1
5890,0
5814,0
5163,0
12556,1
10970,1
11443,1
10234,1
5334,0
78,0
13841,1
7967,1
2724,0
7173,1
10019,1
12586,1
170,0
9559,1
1888,0
3348,0
5427,0
1437,0
7825,1
7390,1
8616,1
5025,0
5082,0
4156,0
11660,1
2859,0
2792,0
3093,0
2651,0
3690,0
13116,1
13134,1
6654,1
10878,1
1571,0
14009,1
13148,1
12627,1
11134,1
5064,0
13230,1
5717,0
12827,1
11103,1
1689,0
3107,0
6877,1
2995,0
6546,1
8236,1
10208,1
13226,1
1958,0
2122,0
3648,0
3133,0
11256,1
6464,1
7476,1
2543,0
9534,1
9934,1
13547,1
2315,0
10269,1
6790,1
330,0
13565,1
1832,0
12057,1
1611,0
10416,1
11543,1
11025,1
9069,1
8761,1
12780,1
3576,0
9432,1
10111,1
8646,1
7701,1
13997,1
5935,0
11090,1
9414,1
202,0
10519,1
3993,0
2114,0
11321,1
3907,0
3764,0
12944,1
4751,0
1937,0
6111,0
7865,1
4925,0
11361,1
6599,1
12872,1
2048,0
5947,0
2451,0
12204,1
13963,1
5707,0
3165,0
1351,0
6277,0
894,0
1861,0
13501,1
8171,1
8760,1
2286,0
12840,1
13199,1
11165,1
11958,1
10333,1
10058,1
4510,0
4738,0
6524,1
820,0
7831,1
12031,1
13056,1
13046,1
7228,1
9729,1
4938,0
8471,1
1784,0
8301,1
2405,0
7509,1
2118,0
12700,1
1328,0
13408,1
2065,0
13375,1
4265,0
13469,1
7003,1
14045,1
7812,1
4506,0
13934,1
1253,0
10486,1
762,0
9256,1
13664,1
6655,1
1051,0
8920,1
8397,1
4805,0
9450,1
703,0
12201,1
1714,0
8088,1
9767,1
6332,1
9122,1
11422,1
4107,0
1631,0
12900,1
13718,1
3281,0
9588,1
2996,0
3906,0
892,0
5726,0
9132,1
10654,1
13270,1
8450,1
11822,1
6434,1
5144,0
10560,1
6785,1
10915,1
12382,1
7659,1
6417,1
2865,0
12471,1
7912,1
10575,1
10189,1
6856,1
6354,1
14019,1
10362,1
9529,1
8039,1
10563,1
5343,0
8847,1
11802,1
1390,0
1279,0
3036,0
6054,0
13961,1
12794,1
6136,0
2369,0
2660,0
1151,0
8660,1
1448,0
4481,0
2362,0
9176,1
3264,0
10108,1
9865,1
4117,0
11404,1
11472,1
8239,1
4133,0
9318,1
5401,0
9374,1
9165,1
10380,1
2318,0
4867,0
8952,1
5524,0
2112,0
9330,1
9379,1
13576,1
617,0
621,0
6931,1
736,0
11979,1
10032,1
8872,1
10957,1
1833,0
1797,0
4390,0
11940,1
9570,1
337,0
7254,1
13568,1
6208,0
296,0
6174,0
9989,1
226,0
357,0
13196,1
8266,1
11540,1
12346,1
5666,0
10593,1
11104,1
13091,1
1945,0
2839,0
11207,1
6675,1
826,0
609,0
10943,1
7557,1
4419,0
9978,1
3216,0
13463,1
1747,0
11841,1
4095,0
3,0
4777,0
5479,0
628,0
3280,0
1092,0
2613,0
11767,1
7365,1
3194,0
1344,0
7407,1
4863,0
2051,0
6396,1
279,0
870,0
6266,0
7419,1
2306,0
10246,1
3087,0
8155,1
2489,0
6020,0
5791,0
13613,1
9626,1
9810,1
2512,0
5825,0
4399,0
10374,1
343,0
14082,1
6977,1
3053,0
6070,0
1062,0
9271,1
3371,0
3376,0
1997,0
5443,0
1897,0
8348,1
7928,1
12479,1
4900,0
12511,1
8494,1
6922,1
10156,1
9180,1
10874,1
10057,1
7084,1
8507,1
14061,1
1144,0
11154,1
5184,0
13526,1
7724,1
1551,0
6007,0
11801,1
9458,1
1005,0
11274,1
5577,0
947,0
2924,0
12569,1
723,0
12340,1
9881,1
6442,1
7880,1
11021,1
9314,1
63,0
8669,1
9214,1
10182,1
10872,1
5652,0
1188,0
5235,0
4527,0
1685,0
11907,1
11970,1
2899,0
85,0
7024,1
6258,0
3189,0
4829,0
5684,0
11451,1
6360,1
13123,1
12513,1
9348,1
12177,1
860,0
8570,1
8826,1
1059,0
6248,0
299,0
1553,0
12807,1
7892,1
7815,1
12494,1
5014,0
8066,1
9538,1
7897,1
9755,1
2464,0
10858,1
5931,0
1902,0
12390,1
5794,0
7577,1
5936,0
9106,1
12317,1
2459,0
13562,1
8871,1
5891,0
10331,1
9229,1
8704,1
8455,1
1558,0
8431,1
2166,0
8838,1
12143,1
5591,0
1665,0
8577,1
12477,1
6400,1
4839,0
7616,1
9942,1
9475,1
313,0
11581,1
1615,0
10298,1
12138,1
5934,0
10305,1
2633,0
688,0
13290,1
1360,0
5523,0
2795,0
1099,0
3134,0
4667,0
8467,1
5702,0
1766,0
5172,0
7957,1
1621,0
811,0
3076,0
12584,1
13264,1
11446,1
10239,1
7492,1
10959,1
3322,0
7770,1
6323,1
12478,1
13680,1
8008,1
11934,1
847,0
5973,0
1873,0
12428,1
978,0
3089,0
6455,1
12689,1
8730,1
1605,0
6168,0
3013,0
3248,0
5295,0
11897,1
6118,0
5744,0
5081,0
11840,1
140,0
8602,1
10496,1
2531,0
13201,1
5301,0
2262,0
455,0
11242,1
2278,0
7137,1
8051,1
5255,0
6474,1
4902,0
8497,1
10714,1
4949,0
11520,1
11096,1
7824,1
8200,1
7555,1
6941,1
10945,1
6235,0
11174,1
10760,1
9338,1
2768,0
5601,0
2144,0
11932,1
5745,0
3548,0
11227,1
13172,1
6436,1
13796,1
570,0
11149,1
2197,0
4448,0
10300,1
6756,1
1981,0
11661,1
8473,1
13081,1
5473,0
8608,1
12183,1
5621,0
3029,0
10839,1
4980,0
12544,1
3327,0
10385,1
9675,1
11965,1
7903,1
5528,0
4254,0
6176,0
7479,1
6793,1
13122,1
2184,0
4479,0
6553,1
1243,0
5263,0
8309,1
5541,0
8911,1
13889,1
2930,0
14027,1
7728,1
982,0
2807,0
12113,1
13493,1
11792,1
11431,1
12599,1
5537,0
10636,1
10430,1
1730,0
12425,1
6358,1
8712,1
10999,1
8299,1
7894,1
4243,0
2035,0
5284,0
6872,1
11141,1
11913,1
12942,1
10643,1
9282,1
13406,1
189,0
1508,0
8055,1
569,0
11447,1
9238,1
2296,0
1721,0
9216,1
9389,1
1758,0
13387,1
4086,0
9872,1
6540,1
6528,1
10173,1
12169,1
2770,0
3559,0
10042,1
9624,1
90,0
218,0
10613,1
2436,0
8993,1
9179,1
11683,1
1599,0
12316,1
10742,1
6425,1
10724,1
1316,0
9002,1
8591,1
5340,0
13034,1
930,0
6367,1
11909,1
4904,0
9456,1
12092,1
185,0
1638,0
375,0
5204,0
4136,0
12206,1
566,0
9009,1
6342,1
11777,1
2573,0
3939,0
12904,1
10516,1
2880,0
11555,1
4804,0
1909,0
679,0
9822,1
2748,0
453,0
6259,0
9613,1
1125,0
11304,1
2384,0
1142,0
7429,1
7454,1
1965,0
3545,0
2507,0
12980,1
4764,0
6045,0
3114,0
3055,0
10701,1
4032,0
12398,1
14071,1
5218,0
440,0
6821,1
6954,1
11484,1
11685,1
13894,1
4101,0
5342,0
12459,1
11717,1
11068,1
13182,1
4417,0
5876,0
5418,0
4963,0
5326,0
13102,1
8254,1
8672,1
4215,0
9861,1
1157,0
5903,0
2471,0
13045,1
8257,1
268,0
1705,0
3509,0
8396,1
9736,1
1377,0
6405,1
9998,1
10153,1
10887,1
11020,1
5396,0
8666,1
7094,1
6193,0
8208,1
9319,1
8982,1
13636,1
5267,0
1696,0
10813,1
4577,0
5915,0
2414,0
1486,0
8082,1
13168,1
7508,1
4517,0
13820,1
9858,1
10554,1
13382,1
10085,1
6620,1
2927,0
6280,0
3685,0
12705,1
3988,0
2527,0
5543,0
7658,1
125,0
3528,0
4758,0
4292,0
11326,1
3967,0
6864,1
9694,1
7582,1
9623,1
6946,1
12164,1
10953,1
7874,1
1590,0
1037,0
13757,1
792,0
4578,0
1862,0
7176,1
10350,1
12311,1
10811,1
377,0
8271,1
1593,0
618,0
3654,0
4438,0
5760,0
1751,0
7968,1
9640,1
11384,1
12111,1
1432,0
7994,1
13606,1
2168,0
1374,0
159,0
901,0
9063,1
11491,1
11052,1
691,0
8682,1
917,0
22,0
3382,0
6068,0
7907,1
9039,1
5668,0
8532,1
10460,1
13991,1
9583,1
9730,1
629,0
6393,1
10971,1
5294,0
9279,1
13383,1
9718,1
5928,0
11658,1
9619,1
3365,0
9726,1
13605,1
5197,0
5836,0
9693,1
5273,0
13771,1
14070,1
4377,0
915,0
7077,1
13228,1
1956,0
9518,1
7979,1
65,0
3479,0
9960,1
4273,0
8695,1
9140,1
5564,0
12612,1
4508,0
1134,0
386,0
8187,1
1111,0
10677,1
6988,1
5529,0
3122,0
6769,1
11586,1
6782,1
7014,1
11576,1
10948,1
3094,0
9464,1
3285,0
11554,1
9317,1
2943,0
6067,0
6840,1
4363,0
9254,1
769,0
6211,0
2890,0
3579,0
7087,1
11925,1
9826,1
11296,1
13716,1
10882,1
10198,1
2373,0
5400,0
10987,1
12597,1
2881,0
3880,0
13315,1
448,0
2649,0
8615,1
10629,1
10755,1
5833,0
13681,1
4222,0
381,0
1602,0
3711,0
5152,0
9110,1
5898,0
221,0
3375,0
10196,1
12324,1
1871,0
3001,0
13545,1
12121,1
6580,1
10433,1
8839,1
2235,0
9313,1
13218,1
8142,1
3075,0
12032,1
7036,1
6895,1
13976,1
10564,1
14055,1
8132,1
5654,0
3844,0
11983,1
7789,1
12952,1
6221,0
7651,1
4078,0
1927,0
2067,0
1391,0
323,0
6462,1
13753,1
8702,1
12724,1
8864,1
3048,0
12562,1
4602,0
8211,1
12281,1
2428,0
6967,1
13104,1
1687,0
1267,0
1792,0
2722,0
12294,1
13224,1
676,0
11847,1
198,0
13283,1
3771,0
3956,0
1137,0
8476,1
13570,1
13451,1
8405,1
11831,1
6166,0
7395,1
10966,1
3862,0
1819,0
247,0
4398,0
5917,0
10461,1
473,0
799,0
6163,0
3951,0
10944,1
1497,0
5895,0
3026,0
12370,1
4861,0
1167,0
3899,0
8013,1
1778,0
11747,1
9060,1
1195,0
9901,1
10979,1
12821,1
4950,0
13942,1
10098,1
10535,1
6301,0
8146,1
3275,0
2263,0
7627,1
14031,1
9863,1
4907,0
6829,1
12937,1
6513,1
9544,1
204,0
5893,0
4257,0
4231,0
9913,1
4841,0
7796,1
3889,0
5211,0
3894,0
6483,1
2443,0
698,0
12247,1
11035,1
481,0
8502,1
11511,1
1765,0
10186,1
10696,1
10203,1
8539,1
2044,0
3472,0
10489,1
10160,1
13809,1
3470,0
5248,0
2911,0
5831,0
10402,1
12131,1
7859,1
11034,1
13440,1
1440,0
10017,1
7833,1
7105,1
5006,0
2913,0
6577,1
10533,1
8988,1
6718,1
9169,1
3677,0
7214,1
389,0
11365,1
2431,0
8857,1
157,0
2395,0
13470,1
3614,0
1480,0
11851,1
11050,1
5007,0
8536,1
13028,1
10827,1
1582,0
3626,0
9849,1
2154,0
9891,1
10320,1
7504,1
3439,0
3624,0
7418,1
2341,0
5344,0
9419,1
5311,0
9339,1
4846,0
10517,1
4404,0
885,0
12293,1
11629,1
8790,1
10474,1
8656,1
6184,0
1086,0
10838,1
2589,0
4182,0
9987,1
7739,1
1064,0
8599,1
4314,0
7397,1
1851,0
3325,0
10693,1
5407,0
12823,1
2106,0
8740,1
13656,1
9272,1
11057,1
4798,0
4330,0
8722,1
5754,0
5139,0
10009,1
7058,1
7022,1
9443,1
2826,0
5475,0
8844,1
6399,1
13994,1
13909,1
8770,1
10344,1
11076,1
6233,0
13419,1
1030,0
10043,1
7733,1
12070,1
8330,1
13969,1
1004,0
10387,1
3776,0
10921,1
4144,0
12557,1
12960,1
12657,1
12645,1
2590,0
4687,0
7232,1
11871,1
1588,0
7472,1
2246,0
6214,0
8362,1
8563,1
13597,1
9372,1
8731,1
8815,1
7927,1
12378,1
4202,0
6103,0
5919,0
12147,1
3170,0
4571,0
2683,0
2968,0
12596,1
14000,1
2502,0
2544,0
6882,1
1107,0
6805,1
1472,0
6745,1
13285,1
2786,0
14052,1
9697,1
9276,1
13308,1
2893,0
6672,1
4425,0
11619,1
2480,0
6197,0
9542,1
4767,0
12998,1
6006,0
4512,0
6228,0
6614,1
4092,0
7528,1
7098,1
11203,1
725,0
8390,1
5187,0
12649,1
4644,0
9360,1
4837,0
2837,0
7465,1
2704,0
5161,0
8486,1
14129,1
7381,1
13910,1
1516,0
9801,1
10558,1
11526,1
13029,1
12697,1
6026,0
5737,0
13772,1
14015,1
12077,1
5089,0
5996,0
6459,1
3080,0
2895,0
9,0
11416,1
3469,0
8775,1
12082,1
8291,1
4441,0
7704,1
5274,0
7412,1
11454,1
4332,0
10604,1
6428,1
9192,1
13646,1
5857,0
13025,1
9945,1
3065,0
115,0
12017,1
5821,0
10544,1
29,0
1269,0
2433,0
4905,0
9291,1
13948,1
3125,0
11099,1
2969,0
2556,0
8951,1
10730,1
13812,1
6689,1
7204,1
3647,0
4205,0
5878,0
4713,0
9503,1
332,0
4234,0
7447,1
9111,1
2292,0
13202,1
12362,1
6004,0
5442,0
5288,0
10842,1
7507,1
4044,0
12335,1
7549,1
4458,0
10579,1
6735,1
13761,1
7450,1
9772,1
1403,0
13325,1
2324,0
10376,1
7369,1
13204,1
9326,1
13453,1
11131,1
8506,1
11463,1
858,0
757,0
13722,1
5285,0
2917,0
14117,1
3482,0
13675,1
13954,1
200,0
9536,1
10986,1
11151,1
11544,1
13380,1
4097,0
13352,1
5329,0
7134,1
7993,1
9838,1
9665,1
9163,1
11625,1
11349,1
804,0
2169,0
9473,1
5500,0
9779,1
10093,1
3850,0
5209,0
5667,0
14020,1
11419,1
10520,1
11505,1
367,0
10447,1
7826,1
12799,1
11674,1
7852,1
4415,0
13009,1
8601,1
6257,0
1206,0
8256,1
3969,0
11641,1
1306,0
13866,1
9679,1
9610,1
10303,1
1121,0
6432,1
3575,0
9992,1
10379,1
7506,1
173,0
10102,1
5951,0
14119,1
10307,1
224,0
4759,0
9273,1
10777,1
2675,0
9084,1
5549,0
6148,0
10125,1
3667,0
7065,1
1994,0
11981,1
3940,0
10734,1
7882,1
10412,1
4781,0
13154,1
3757,0
12853,1
10817,1
5728,0
11059,1
12914,1
10993,1
8479,1
4874,0
7755,1
6642,1
10954,1
1649,0
13804,1
11990,1
7342,1
12409,1
10213,1
6788,1
1816,0
11338,1
7480,1
12925,1
3635,0
10103,1
5507,0
4274,0
11503,1
12865,1
8201,1
8391,1
8880,1
6172,0
2453,0
7846,1
4854,0
5229,0
11773,1
2242,0
7855,1
9067,1
3777,0
4761,0
2308,0
7613,1
2358,0
10545,1
2089,0
3527,0
1307,0
2787,0
2327,0
8300,1
12136,1
4575,0
13482,1
6942,1
13327,1
4135,0
6234,0
2301,0
11770,1
4808,0
9807,1
1966,0
2488,0
3164,0
8135,1
6502,1
6238,0
12620,1
13186,1
5630,0
2884,0
10992,1
541,0
2347,0
13247,1
8877,1
3486,0
3176,0
8834,1
11320,1
8063,1
11959,1
5038,0
6489,1
9564,1
5679,0
9295,1
3154,0
12076,1
11559,1
1187,0
9720,1
12548,1
3423,0
4606,0
13655,1
9312,1
14093,1
6058,0
2372,0
395,0
4018,0
8164,1
692,0
2525,0
5052,0
7146,1
14033,1
1294,0
11844,1
3241,0
5371,0
8620,1
2460,0
7001,1
422,0
5016,0
8139,1
11010,1
4817,0
7035,1
7934,1
13500,1
13321,1
700,0
8085,1
9535,1
7139,1
4057,0
6159,0
2364,0
4401,0
2231,0
10423,1
4267,0
13926,1
5278,0
7323,1
831,0
6641,1
7527,1
2400,0
9563,1
1761,0
7179,1
2057,0
9985,1
7474,1
5637,0
2665,0
13891,1
2706,0
3735,0
219,0
13870,1
1354,0
4160,0
10192,1
10070,1
13299,1
13838,1
6288,0
12012,1
11398,1
3359,0
4708,0
7669,1
4120,0
9522,1
6309,0
12213,1
12669,1
2221,0
23,0
2243,0
9880,1
6728,1
5035,0
6090,0
3355,0
3144,0
11556,1
3641,0
6798,1
6415,1
8491,1
13004,1
7776,1
5138,0
4983,0
5864,0
8023,1
3145,0
3610,0
5644,0
13389,1
12134,1
9984,1
3673,0
9435,1
4944,0
11961,1
666,0
7623,1
6282,0
13165,1
7269,1
6132,0
5300,0
533,0
12537,1
13729,1
3432,0
1633,0
1006,0
1211,0
3405,0
9975,1
5822,0
8742,1
5440,0
4931,0
11892,1
4084,0
339,0
11126,1
5795,0
12624,1
13013,1
13573,1
1169,0
2537,0
823,0
4537,0
12000,1
7169,1
10700,1
8619,1
4406,0
3319,0
8026,1
4460,0
3454,0
3652,0
13854,1
11004,1
8535,1
8558,1
5715,0
2177,0
9737,1
3033,0
6035,0
5271,0
6582,1
8895,1
5920,0
4524,0
14106,1
5060,0
2468,0
5897,0
2515,0
14,0
1878,0
9609,1
3877,0
6404,1
7893,1
2309,0
1385,0
12040,1
10259,1
8543,1
935,0
13689,1
9862,1
13455,1
13438,1
13586,1
107,0
11100,1
5199,0
5203,0
5840,0
4356,0
5835,0
3157,0
1319,0
10069,1
4178,0
4242,0
13993,1
12527,1
11374,1
10263,1
10748,1
138,0
7226,1
12410,1
623,0
7977,1
10190,1
4962,0
7931,1
2116,0
10046,1
12640,1
8554,1
9837,1
10472,1
3606,0
1405,0
12297,1
11517,1
13858,1
11483,1
1251,0
6876,1
10418,1
7925,1
13518,1
4016,0
8508,1
7493,1
3345,0
3992,0
12999,1
1939,0
5397,0
10194,1
5696,0
13624,1
121,0
12995,1
2915,0
10705,1
13892,1
3254,0
4289,0
8582,1
11796,1
7670,1
8618,1
10164,1
4549,0
13173,1
10624,1
495,0
8936,1
1744,0
230,0
8794,1
9304,1
3742,0
9520,1
7589,1
5170,0
8541,1
13456,1
758,0
2476,0
1375,0
6570,1
7538,1
12078,1
5887,0
12751,1
5907,0
3710,0
13672,1
435,0
10145,1
2761,0
9995,1
4636,0
11895,1
13089,1
14032,1
13061,1
3477,0
10001,1
8693,1
1887,0
1265,0
6537,1
10227,1
10257,1
3178,0
3481,0
3396,0
1760,0
10261,1
4535,0
6717,1
891,0
7962,1
8312,1
10539,1
3556,0
3506,0
4558,0
6249,0
2399,0
8831,1
8991,1
5477,0
1679,0
6890,1
10256,1
13006,1
3822,0
9280,1
7460,1
10809,1
11725,1
9794,1
6635,1
4725,0
3975,0
5192,0
10398,1
13647,1
5997,0
5004,0
9421,1
7062,1
5104,0
8365,1
6178,0
7745,1
4019,0
13125,1
2381,0
1368,0
7208,1
8617,1
13676,1
11651,1
14094,1
3680,0
345,0
767,0
6074,0
11391,1
123,0
11019,1
13050,1
2277,0
6666,1
13431,1
1313,0
12563,1
1122,0
11414,1
10725,1
7265,1
11325,1
7703,1
3267,0
5567,0
9750,1
7202,1
4995,0
4186,0
11366,1
13411,1
8639,1
557,0
2230,0
7584,1
4600,0
13839,1
9879,1
1627,0
8120,1
7717,1
6724,1
3389,0
616,0
10614,1
906,0
11954,1
6893,1
9471,1
839,0
126,0
4747,0
4986,0
12805,1
8041,1
12655,1
10542,1
2558,0
5436,0
8114,1
7513,1
349,0
4450,0
1798,0
358,0
8714,1
3337,0
4194,0
828,0
6145,0
9695,1
13243,1
3858,0
9288,1
4031,0
7220,1
1115,0
7980,1
10803,1
9868,1
1264,0
9487,1
11812,1
11014,1
3722,0
8727,1
6049,0
5366,0
5045,0
11007,1
2928,0
3759,0
10392,1
9504,1
8252,1
6470,1
9046,1
4187,0
7780,1
8513,1
1490,0
4653,0
3073,0
7142,1
5870,0
4784,0
8011,1
1559,0
7433,1
685,0
6571,1
2356,0
5094,0
9311,1
4066,0
3227,0
6243,0
1563,0
2962,0
12837,1
523,0
10694,1
9071,1
8568,1
2785,0
620,0
7578,1
5162,0
12847,1
12366,1
4165,0
4027,0
9340,1
6742,1
1355,0
7238,1
3688,0
8290,1
1152,0
18,0
9792,1
13225,1
8067,1
1520,0
3962,0
2688,0
11005,1
9044,1
13203,1
4354,0
13364,1
9554,1
4779,0
8592,1
11323,1
3403,0
6938,1
8845,1
2697,0
6961,1
9424,1
12265,1
4809,0
2541,0
2891,0
13623,1
11778,1
7899,1
6156,0
3167,0
2248,0
13363,1
2438,0
1770,0
10682,1
6957,1
9303,1
4099,0
8316,1
8728,1
352,0
5969,0
4891,0
10366,1
615,0
4803,0
5970,0
12663,1
449,0
2072,0
3251,0
2206,0
1331,0
13700,1
11224,1
4371,0
902,0
4754,0
12546,1
773,0
13139,1
7352,1
11587,1
8787,1
3292,0
6587,1
13498,1
7764,1
9780,1
11445,1
6990,1
