,Label
7419,1
6976,1
5090,1
5409,1
3468,0
4581,0
5576,1
8332,1
954,0
1061,0
7533,1
5609,1
4385,0
1365,0
4057,0
925,0
7566,1
1350,0
3015,0
2004,0
3383,0
3432,0
6300,1
1529,0
572,0
9028,1
538,0
2294,0
7823,1
7730,1
1869,0
2839,0
6797,1
8277,1
9806,1
6628,1
5883,1
409,0
1710,0
4717,0
7169,1
8549,1
2902,0
6403,1
607,0
4077,0
6186,1
7040,1
1854,0
191,0
7207,1
7332,1
9032,1
9598,1
4950,0
5515,1
9135,1
1028,0
4140,0
5893,1
1196,0
4164,0
1526,0
6676,1
368,0
2993,0
1066,0
2129,0
9149,1
3921,0
5414,1
7561,1
1956,0
5521,1
574,0
3246,0
2790,0
8684,1
5285,1
9083,1
3621,0
1454,0
9309,1
3571,0
6562,1
3693,0
7511,1
2620,0
8015,1
1409,0
4169,0
8796,1
7777,1
4803,0
953,0
4058,0
3699,0
5744,1
3116,0
8612,1
725,0
3676,0
4572,0
6050,1
5992,1
1178,0
9912,1
618,0
244,0
8433,1
4086,0
6034,1
2781,0
8665,1
1160,0
8983,1
2463,0
1894,0
8457,1
4489,0
6439,1
9437,1
7443,1
7007,1
516,0
4604,0
2098,0
2603,0
8099,1
525,0
1765,0
9642,1
7760,1
4105,0
1132,0
4211,0
276,0
8980,1
8975,1
1145,0
8391,1
3967,0
9834,1
773,0
8596,1
7159,1
4576,0
9180,1
7356,1
1192,0
2959,0
4611,0
4748,0
1996,0
1483,0
2243,0
57,0
1325,0
4981,0
7111,1
3140,0
1797,0
502,0
9341,1
8390,1
7044,1
4885,0
2393,0
3256,0
3887,0
8336,1
8942,1
6717,1
5931,1
4720,0
4002,0
357,0
5492,1
3899,0
6347,1
820,0
751,0
4322,0
36,0
8731,1
5590,1
2840,0
4799,0
8032,1
2185,0
943,0
1678,0
1941,0
369,0
9658,1
8516,1
704,0
3692,0
2272,0
1041,0
8655,1
8551,1
2283,0
4422,0
2732,0
1415,0
9319,1
814,0
4521,0
7922,1
9005,1
4992,0
583,0
9111,1
9767,1
4298,0
8841,1
1682,0
937,0
6129,1
5031,1
2749,0
539,0
8282,1
735,0
5180,1
148,0
2228,0
6803,1
3313,0
946,0
8325,1
4380,0
2538,0
3197,0
1203,0
7239,1
8144,1
315,0
6248,1
6014,1
3102,0
9431,1
2085,0
9442,1
2358,0
2458,0
6828,1
4141,0
9450,1
9881,1
6139,1
2877,0
1403,0
9173,1
4752,0
5707,1
7281,1
2523,0
957,0
4580,0
4445,0
8991,1
3380,0
8812,1
8930,1
4275,0
831,0
1253,0
9446,1
5023,1
6284,1
5517,1
6109,1
4358,0
6306,1
7107,1
3092,0
5524,1
6212,1
2890,0
4101,0
5233,1
8763,1
7309,1
1656,0
4156,0
1762,0
3971,0
2183,0
8914,1
8139,1
3680,0
1572,0
9126,1
6601,1
8096,1
7683,1
1961,0
1598,0
3550,0
8798,1
3660,0
188,0
6953,1
1759,0
6381,1
2536,0
4328,0
9084,1
2755,0
1462,0
2156,0
2448,0
9333,1
5269,1
5493,1
8518,1
4239,0
5000,1
8361,1
447,0
5978,1
5655,1
3296,0
266,0
891,0
1334,0
9029,1
9532,1
3046,0
7855,1
9924,1
2241,0
6329,1
2612,0
1977,0
3704,0
2285,0
2389,0
6942,1
2403,0
9641,1
7602,1
4078,0
4774,0
143,0
9039,1
754,0
3004,0
4665,0
5205,1
8207,1
5200,1
7521,1
5703,1
3482,0
8174,1
4460,0
241,0
9481,1
2451,0
9397,1
9425,1
343,0
1543,0
1062,0
9578,1
3023,0
7926,1
4795,0
4222,0
6111,1
1777,0
1219,0
8489,1
9293,1
9001,1
9202,1
7557,1
4816,0
1972,0
4634,0
1968,0
5235,1
6120,1
3820,0
5854,1
3014,0
9323,1
6659,1
4662,0
7276,1
7491,1
4631,0
1558,0
5795,1
9702,1
2425,0
8317,1
6056,1
6620,1
9458,1
9424,1
9942,1
9984,1
5556,1
3615,0
9734,1
9330,1
775,0
1161,0
6256,1
3643,0
7340,1
3534,0
7265,1
1601,0
3532,0
7436,1
3750,0
3871,0
7380,1
6351,1
1559,0
9741,1
1661,0
9768,1
7157,1
9207,1
1756,0
3118,0
4707,0
1945,0
5392,1
6925,1
9625,1
3870,0
8033,1
4349,0
377,0
5541,1
6505,1
7118,1
7520,1
7639,1
1845,0
6494,1
6951,1
843,0
4424,0
5542,1
6276,1
7033,1
4687,0
8644,1
6728,1
1986,0
8369,1
648,0
8768,1
4807,0
8604,1
7369,1
9073,1
4437,0
2219,0
3388,0
6414,1
2298,0
7723,1
1997,0
95,0
6839,1
8333,1
9644,1
5773,1
2676,0
2587,0
1618,0
7355,1
2591,0
8107,1
4160,0
1102,0
3392,0
2645,0
6229,1
1170,0
6948,1
2533,0
348,0
9851,1
4569,0
4062,0
4124,0
4127,0
8785,1
7893,1
5358,1
9252,1
4282,0
3428,0
4519,0
4983,0
7618,1
3673,0
3019,0
9743,1
796,0
8647,1
8411,1
5851,1
1990,0
1008,0
5638,1
2404,0
6962,1
4324,0
3536,0
4096,0
3909,0
6178,1
4518,0
5921,1
5625,1
3094,0
3196,0
3026,0
5210,1
2063,0
7976,1
8601,1
3521,0
4363,0
6778,1
4203,0
551,0
6373,1
4945,0
8510,1
6214,1
8483,1
4234,0
6078,1
9557,1
3850,0
9178,1
4824,0
7824,1
64,0
7047,1
7208,1
9649,1
4888,0
6980,1
7447,1
4747,0
6398,1
8834,1
2848,0
2529,0
9311,1
9455,1
6755,1
9474,1
1198,0
5484,1
890,0
863,0
6501,1
4987,0
8079,1
5187,1
8101,1
7109,1
2481,0
8157,1
6887,1
4854,0
557,0
1975,0
2274,0
9954,1
4063,0
2399,0
3356,0
5308,1
450,0
9739,1
9538,1
1707,0
2044,0
1966,0
4984,0
3315,0
5996,1
2242,0
299,0
29,0
4290,0
5027,1
4508,0
2626,0
455,0
5660,1
4269,0
5884,1
3558,0
8542,1
3488,0
818,0
5544,1
5301,1
4179,0
6268,1
3726,0
5102,1
6805,1
4659,0
8412,1
5954,1
3721,0
1053,0
2776,0
8577,1
2074,0
5796,1
1277,0
263,0
9629,1
9210,1
9199,1
9679,1
4941,0
3617,0
1140,0
4960,0
8621,1
8803,1
5615,1
9007,1
9873,1
930,0
733,0
6208,1
4875,0
360,0
6668,1
3307,0
7078,1
9177,1
8180,1
9230,1
9551,1
2860,0
3576,0
5106,1
150,0
1547,0
8054,1
6102,1
8881,1
4637,0
7743,1
9986,1
8568,1
1416,0
4035,0
9763,1
4656,0
4696,0
2388,0
9765,1
119,0
3124,0
9186,1
4287,0
7124,1
3663,0
3924,0
5878,1
606,0
6519,1
1165,0
6698,1
4146,0
2552,0
8449,1
5101,1
8756,1
9694,1
9026,1
3223,0
8398,1
7674,1
4759,0
7537,1
2087,0
1285,0
6251,1
2760,0
6655,1
2627,0
7731,1
8454,1
5128,1
5823,1
5719,1
8608,1
5835,1
8255,1
6152,1
3336,0
1330,0
2470,0
2430,0
7684,1
9139,1
5792,1
3547,0
7604,1
3418,0
6278,1
6341,1
2126,0
910,0
7303,1
1636,0
7938,1
7066,1
9686,1
722,0
7542,1
6709,1
7275,1
7917,1
7536,1
5121,1
8181,1
7076,1
970,0
1846,0
3006,0
6995,1
5635,1
5687,1
6055,1
9249,1
7314,1
6008,1
9664,1
4284,0
7061,1
7515,1
7077,1
2555,0
8995,1
828,0
9601,1
2674,0
2782,0
628,0
7724,1
2128,0
8967,1
2267,0
5328,1
3666,0
3323,0
9615,1
7204,1
4421,0
3483,0
9011,1
1255,0
4288,0
5677,1
8580,1
7978,1
5011,1
8570,1
8935,1
9373,1
3677,0
9755,1
5692,1
6999,1
5190,1
6685,1
745,0
5026,1
7480,1
9860,1
2505,0
5741,1
7585,1
9704,1
2771,0
1628,0
9844,1
1908,0
125,0
2491,0
3194,0
1657,0
3329,0
2728,0
171,0
251,0
2251,0
2357,0
1965,0
7484,1
3824,0
1300,0
4719,0
1143,0
3030,0
9094,1
8656,1
829,0
8905,1
5681,1
8140,1
1268,0
1241,0
3631,0
8956,1
5510,1
1191,0
2364,0
3858,0
8452,1
6119,1
8585,1
8722,1
8044,1
2108,0
2107,0
2522,0
6885,1
4069,0
1444,0
1625,0
5413,1
2367,0
7131,1
380,0
8649,1
6582,1
209,0
9682,1
1953,0
6743,1
3791,0
3045,0
5270,1
7885,1
5086,1
3972,0
6700,1
2830,0
7844,1
8288,1
9691,1
5735,1
2427,0
8861,1
4049,0
1283,0
9386,1
3443,0
2062,0
7427,1
4365,0
2329,0
8168,1
4635,0
1876,0
9762,1
7810,1
3916,0
2995,0
4879,0
3448,0
8859,1
7576,1
3894,0
7911,1
6563,1
8191,1
4423,0
8176,1
1112,0
3193,0
5522,1
3130,0
9075,1
9865,1
2666,0
8561,1
5840,1
5507,1
6412,1
9141,1
8050,1
8239,1
219,0
7538,1
2804,0
4809,0
286,0
7910,1
5144,1
9456,1
7740,1
3563,0
4345,0
5523,1
9188,1
5083,1
8581,1
8273,1
2517,0
3361,0
7755,1
2097,0
308,0
4870,0
6311,1
3937,0
839,0
2567,0
672,0
4368,0
2002,0
6958,1
6732,1
7019,1
7187,1
2659,0
6629,1
5880,1
9236,1
8997,1
5705,1
9163,1
3096,0
4595,0
9508,1
5488,1
4484,0
9256,1
693,0
3180,0
9506,1
3237,0
6441,1
5902,1
4708,0
7274,1
1954,0
966,0
2336,0
6413,1
4409,0
6334,1
6604,1
3066,0
9417,1
6710,1
1506,0
6354,1
9989,1
7771,1
4721,0
6682,1
2837,0
9823,1
3817,0
7890,1
8836,1
3847,0
9589,1
5626,1
5172,1
9894,1
5589,1
6397,1
2178,0
9271,1
3533,0
4165,0
900,0
3205,0
5949,1
5347,1
5364,1
5231,1
5386,1
3080,0
2233,0
2453,0
8878,1
8187,1
5174,1
6272,1
9913,1
3039,0
4428,0
7135,1
5592,1
8833,1
7794,1
6819,1
4364,0
9593,1
9370,1
4208,0
6915,1
5955,1
4272,0
8793,1
6766,1
4650,0
5816,1
4530,0
3514,0
1328,0
9875,1
6762,1
783,0
9438,1
716,0
6163,1
4440,0
226,0
4556,0
2441,0
5309,1
1206,0
9619,1
3343,0
2803,0
4144,0
60,0
9783,1
5422,1
180,0
7188,1
6427,1
3247,0
5217,1
9577,1
530,0
1496,0
7864,1
8423,1
8406,1
9736,1
9108,1
5740,1
9189,1
7558,1
139,0
9229,1
7331,1
599,0
8827,1
2876,0
5768,1
1739,0
4700,0
8847,1
7694,1
5829,1
1004,0
9307,1
1236,0
5460,1
6768,1
6488,1
1873,0
4711,0
3486,0
4143,0
1224,0
2432,0
7462,1
2729,0
3020,0
3800,0
6359,1
1983,0
3953,0
1768,0
4081,0
2977,0
1763,0
5632,1
8450,1
8200,1
8075,1
5043,1
8811,1
6333,1
6876,1
3669,0
9742,1
5129,1
5808,1
1527,0
4871,0
9613,1
5601,1
518,0
6179,1
7136,1
6536,1
3856,0
1250,0
6041,1
5060,1
3444,0
4603,0
2634,0
5080,1
2435,0
9711,1
7967,1
1271,0
737,0
1931,0
3298,0
8584,1
3028,0
5241,1
4080,0
7909,1
6462,1
5767,1
8286,1
7947,1
3258,0
4527,0
7825,1
5716,1
5204,1
1701,0
201,0
6571,1
4770,0
909,0
8301,1
6674,1
8500,1
9503,1
6260,1
1950,0
3634,0
8953,1
3450,0
3653,0
6603,1
9013,1
2964,0
300,0
5133,1
4291,0
4565,0
6599,1
5656,1
2231,0
8219,1
8102,1
9185,1
914,0
4242,0
9640,1
2353,0
2320,0
4459,0
7739,1
1412,0
5830,1
7815,1
1614,0
9558,1
6618,1
2114,0
8987,1
4890,0
7783,1
7095,1
1082,0
5890,1
9253,1
8757,1
5143,1
9225,1
4070,0
3729,0
7703,1
664,0
3872,0
7326,1
2616,0
27,0
7390,1
9198,1
6567,1
4464,0
3642,0
3873,0
7194,1
8415,1
997,0
5254,1
3659,0
9797,1
3949,0
1798,0
7195,1
111,0
9410,1
8407,1
1833,0
4029,0
9148,1
5425,1
2525,0
5029,1
5179,1
1976,0
6172,1
700,0
3627,0
1279,0
9861,1
2615,0
9981,1
3430,0
2671,0
5535,1
2187,0
9316,1
1851,0
5967,1
7548,1
9040,1
1389,0
3370,0
376,0
6581,1
9970,1
3082,0
472,0
2518,0
2454,0
1089,0
542,0
9547,1
2953,0
4543,0
5467,1
8322,1
5271,1
2202,0
9820,1
7834,1
9483,1
887,0
141,0
6646,1
8201,1
4241,0
7243,1
3707,0
8249,1
9361,1
7608,1
6141,1
1164,0
4347,0
3051,0
5985,1
1317,0
7262,1
1249,0
5748,1
7867,1
9085,1
4730,0
8357,1
998,0
5183,1
1684,0
1819,0
4782,0
1422,0
5723,1
3908,0
3063,0
4286,0
7412,1
2798,0
2911,0
6769,1
7477,1
1860,0
623,0
9935,1
8479,1
151,0
3751,0
4281,0
2887,0
6898,1
2558,0
3813,0
1813,0
5679,1
5126,1
2130,0
1831,0
9852,1
452,0
5720,1
4154,0
1536,0
3081,0
4168,0
1364,0
6681,1
2161,0
6844,1
691,0
