,Have_IP,Have_At,URL_Length,Redirection,https_Domain,TinyURL,Prefix_Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards
15553,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
5361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36565,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2727,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23173,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1868,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2154,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
5742,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
29445,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
32371,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1
34466,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
28183,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38526,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
34758,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
4764,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
39329,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3713,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13578,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34938,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
5090,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9743,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
220,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
31389,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
27395,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
24339,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
20019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21868,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
7519,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
14903,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
15782,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38779,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
12409,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
31863,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
84,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
24518,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
17426,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5161,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
9722,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11221,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
34064,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
19051,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40426,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
31583,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1
37502,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
17385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34982,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
9023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19516,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39078,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1
26811,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
24404,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
9971,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33495,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12772,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39307,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
13342,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18554,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
20466,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11635,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
30378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40811,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
35325,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
11587,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
33499,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
36074,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
36173,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
25540,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
3299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12462,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
38915,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
39623,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
13253,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
20812,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
30512,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23403,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
35893,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
32883,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
39596,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
22714,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
26421,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
4277,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
3260,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
15982,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
22233,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
33671,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
5353,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
37385,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1
34520,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
33439,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
31556,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
33720,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
24919,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
17698,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
9738,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13638,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18283,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
181,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
36804,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
3576,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9652,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
16135,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
4474,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
7169,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
23007,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
40103,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
30468,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11055,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38583,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31984,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
35524,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
38576,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
4012,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1
11288,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
33363,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
39244,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
21895,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
3961,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
2547,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
33721,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
34902,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
6438,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
25030,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
11070,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37042,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14576,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12349,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15536,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
38107,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
23415,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
29055,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
37837,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
14654,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32997,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
32840,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
13728,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21802,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
7166,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
19908,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
40959,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
8630,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25538,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
28283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20562,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
25927,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
16653,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
34416,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
3368,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
18627,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
34996,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
13892,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2790,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3236,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
23454,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
25328,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24475,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
37082,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
24687,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
30926,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
20933,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
5497,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
27620,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
31543,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32590,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
27343,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
30589,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21906,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
17037,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
38724,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
3206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1462,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
36485,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2515,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
34401,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
6961,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
22193,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39407,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
38586,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
17010,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
27955,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
27297,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
10005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30412,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22580,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20670,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
27806,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
29595,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
38076,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36606,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
36398,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
18285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37024,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
19730,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
32109,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37046,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8137,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
24276,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
21150,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
799,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3541,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
4108,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
39767,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
24968,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12296,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13684,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7687,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
37867,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
23381,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
31960,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
13057,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22050,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
26158,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
13294,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
28024,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
32410,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
15904,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
23796,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
4514,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4959,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3799,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
2126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28600,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
32439,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
819,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
16341,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20963,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4246,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26325,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
27976,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
24003,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
5657,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31639,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
11074,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
22083,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
40276,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
33704,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12800,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
154,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31193,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
36335,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12661,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6882,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33253,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
22425,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
33094,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
13386,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
20008,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
25842,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
37679,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
1612,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
678,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
9385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15452,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
16585,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
34226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18802,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
25753,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
13170,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
19101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9525,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19579,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20666,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
9245,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11462,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
35437,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37845,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
33575,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
40645,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
11005,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5442,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
29867,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18049,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
20257,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
36809,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21719,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
22976,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
26817,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
23377,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
27177,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
16503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13929,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
22600,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28510,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
25137,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
34837,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
29106,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
29020,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
21021,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
24361,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
9467,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4352,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2292,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
20880,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8846,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
10105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5898,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
11077,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20678,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4066,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7773,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29811,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15748,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
5728,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8615,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
18461,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3483,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17998,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
33372,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
19765,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
24924,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
9225,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38833,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
24771,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24099,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
38002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24790,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
5221,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
30643,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33953,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
39615,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
26606,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
5324,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
3348,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25372,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
3629,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
9411,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39544,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
21371,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
27927,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
30733,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21030,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
18001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30647,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
907,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
25770,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
31296,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
39460,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
7035,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8446,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25332,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
24174,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
39695,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
34265,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
8102,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
11544,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
4790,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
14374,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
18770,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
536,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
38417,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
22693,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
8568,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7392,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
13468,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3305,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
37624,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1
28810,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
5812,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28462,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
20705,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
