,Domain_Length,Subdomain_Level,Have_At_Sign,Have_Tilde_Symbol,No_Https,Having_IP,Domain_In_Subdomains,Domain_In_Paths,Http_In_Hostname,Double_Slash_In_Path,Num_Dots,Num_Dashes_In_Hostname,Num_Underscore,Num_Percent,Num_Query_Components,Num_Ampersand,Num_Hash,Num_Numeric_Chars,Num_Sensitive_Words,Ext_Favicon,Redirection,Tiny_URL,Prefix_Suffix,DNS,Domain_Age,Domain_End,Rank_Host,Rank_Country,Iframe,Mouse_Over,Right_Click,Forwarding
5776,14,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0
7928,35,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
7644,30,1,0,0,1,0,1,1,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7723,23,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
11176,20,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
13024,17,1,0,0,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9421,12,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
12813,61,1,0,0,1,0,1,1,0,0,3,4,2,0,1,0,0,42,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2678,18,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
6331,28,1,0,0,0,0,1,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
6855,23,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
5186,17,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
3180,25,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10464,11,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
3269,19,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0
314,20,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,43,0,0,0,1,0,0,0,0,1,1,0,0,0,0
7297,27,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8535,18,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4,21,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1
7888,27,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
11110,29,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2532,7,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
949,6,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0
12844,21,1,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2936,23,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9554,12,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
8732,34,1,0,0,1,0,1,1,0,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1
6512,24,1,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
7969,25,1,0,0,0,0,1,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
8006,36,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1519,14,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
5888,11,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9853,19,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
7236,30,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1
9971,20,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9700,25,1,0,0,1,0,1,1,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
2710,14,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0
10062,28,1,0,0,1,0,0,1,0,0,2,3,0,0,1,0,0,4,1,0,0,0,1,0,1,1,1,1,1,1,1,1
8316,29,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1
2875,7,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0
10837,71,1,0,0,0,0,1,1,0,0,6,0,0,0,1,0,0,37,0,0,0,0,0,0,1,1,1,1,0,0,0,0
1434,17,1,0,0,0,0,1,1,0,0,2,0,2,0,2,1,0,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8656,20,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,7,0,0,0,0,0,0,1,1,1,1,0,0,0,0
11978,32,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10135,30,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
9152,44,1,0,0,1,0,0,1,0,0,2,3,0,0,4,3,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1
11965,9,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7901,9,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11410,17,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7614,18,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7381,40,1,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63,14,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2341,28,1,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
430,27,1,0,0,0,0,1,1,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12923,25,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
42,7,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4110,10,1,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
532,13,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12728,12,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11811,15,1,0,0,0,0,1,1,0,0,2,0,0,0,2,1,0,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0
11346,38,1,0,0,0,0,1,1,0,0,2,3,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
12518,13,1,0,0,1,0,1,1,0,0,3,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
377,9,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,23,0,0,0,0,0,0,0,1,1,1,0,0,0,0
12328,22,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0
5273,13,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
10024,27,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,3,0,0,0,0,1,1,1,1,1,1,0,0,0,0
43,6,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1058,26,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
9332,23,1,0,0,1,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5582,18,1,0,0,0,0,1,1,0,0,2,0,1,0,3,2,0,36,0,0,0,0,0,0,0,0,1,1,0,0,0,0
38,11,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
12675,21,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6361,27,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
7027,30,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,3,0,0,0,0,1,0,0,1,1,1,1,1,1,1
11040,23,1,0,0,0,0,1,1,0,0,2,0,0,4,7,7,1,43,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12888,61,1,0,0,1,0,1,1,0,0,3,4,2,0,1,0,0,39,0,0,0,0,1,0,0,0,1,1,0,0,0,0
6238,12,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
8256,8,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7576,15,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
5875,20,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
11743,12,1,1,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10525,11,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4735,13,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
615,23,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12866,18,1,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
891,9,1,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0
10871,10,1,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4319,21,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4707,20,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
8574,16,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1
3934,17,1,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,29,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11722,22,1,0,0,1,0,1,1,0,0,3,0,2,0,1,0,0,10,0,0,0,0,0,1,1,1,1,1,0,0,0,0
6023,11,1,0,0,0,0,1,1,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
1304,13,1,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,10,0,0,0,0,0,0,0,1,1,1,1,1,1,1
11827,49,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5523,15,1,0,0,0,0,1,1,0,0,2,0,2,0,5,4,0,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11708,19,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6042,24,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1246,11,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
9036,10,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0
9490,23,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11282,4,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,2,0,0,0,1,0,0,1,1,1,1,0,0,0,0
4636,19,1,0,0,0,0,1,1,0,0,3,0,1,0,1,0,0,8,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8763,17,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3256,19,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6380,29,1,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
4654,17,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
12282,21,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11471,20,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
12898,27,1,0,0,0,0,1,1,0,0,3,1,4,0,4,3,0,44,0,0,0,1,1,0,0,1,1,1,0,0,0,0
7628,24,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8742,14,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10667,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
7238,33,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,5,0,0,0,0,1,0,1,1,1,1,1,1,1,1
10432,11,1,1,0,1,0,1,1,0,0,4,0,1,0,1,0,1,27,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10685,13,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0
819,16,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
9890,20,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2664,11,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6008,13,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1302,14,1,0,0,1,0,1,1,0,0,2,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,1,1
2568,17,1,0,0,1,0,1,1,0,0,3,0,4,0,1,0,0,18,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1543,20,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10883,21,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2073,21,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
11179,19,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5548,15,1,0,0,0,0,1,1,0,0,2,0,2,0,5,4,0,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1579,19,1,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4184,13,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0
10142,22,1,0,0,0,0,1,1,0,0,3,0,1,0,1,0,1,23,0,0,0,0,0,1,1,1,1,1,0,0,0,0
4588,18,1,0,0,0,0,0,1,0,0,1,0,0,8,1,0,0,21,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2883,12,1,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,9,0,0,0,0,0,0,1,1,1,1,0,0,0,0
12176,9,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4605,14,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10453,14,1,1,0,1,1,0,0,0,0,4,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,1,1,0,0,0,1
86,14,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11880,34,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5486,19,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2340,6,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
3349,38,1,0,0,0,0,1,1,0,0,4,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1
12612,20,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
3562,19,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12929,22,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3839,16,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2704,12,1,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,9,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2692,13,1,0,0,1,0,0,1,0,0,1,0,0,0,3,2,0,36,0,0,0,0,0,0,0,0,1,1,0,0,0,0
913,11,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
196,10,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1957,23,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
12059,58,1,0,0,0,0,1,1,0,0,2,4,0,0,1,0,0,7,0,0,0,0,1,1,1,1,1,1,0,0,0,1
9862,11,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4620,12,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
332,18,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
6526,24,1,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
5806,22,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
1061,15,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
12135,12,1,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
5650,14,1,0,0,1,0,1,1,0,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
4537,19,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5955,10,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3070,6,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0
7241,16,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
1673,23,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
10090,28,1,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
95,9,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
4392,51,1,0,0,1,0,1,1,0,0,12,2,0,0,3,2,0,9,2,0,1,1,1,0,0,0,1,1,1,1,1,1
3394,11,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
4796,6,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0
8262,20,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12371,21,1,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
3486,24,1,0,0,0,0,1,1,0,0,2,1,1,0,1,0,0,42,0,0,0,0,1,0,0,1,1,1,0,0,0,1
3127,18,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0
326,15,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6355,18,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
11427,9,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
9,20,1,0,0,0,0,1,1,0,0,3,1,0,0,2,1,0,1,2,0,0,0,1,0,0,0,1,1,0,0,0,0
5684,15,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
9403,19,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10498,11,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,7,0,0,0,0,0,0,1,1,1,1,0,0,0,0
10292,33,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3071,13,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0
