,Subdomain_Level,Url_Length,Have_At_Sign,Have_Tilde_Symbol,No_Https,Having_IP,Domain_In_Subdomains,Domain_In_Paths,Http_In_Hostname,Double_Slash_In_Path,Num_Dots,Num_Dashes_In_Hostname,Num_Underscore,Num_Percent,Num_Query_Components,Num_Ampersand,Num_Hash,Num_Numeric_Chars,Path_Length,Query_Length,Num_Sensitive_Words,Ext_Favicon,Redirection,Tiny_URL,Prefix_Suffix,DNS,Domain_Age,Domain_End,Rank_Host,Rank_Country,Iframe,Mouse_Over,Right_Click,Forwarding
8186,1,66,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,14,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
5984,1,25,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12367,1,49,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7830,1,23,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4661,1,45,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1953,1,24,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
11573,1,33,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10224,1,45,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
7218,1,48,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,5,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
7327,1,57,0,0,1,0,1,1,0,0,2,0,1,0,1,0,0,4,34,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
10107,1,49,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,4,27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2344,1,28,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9754,1,38,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7809,1,40,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
11130,1,38,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,6,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
12716,1,21,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
438,1,46,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
13156,1,85,0,0,0,0,1,1,0,0,5,1,0,0,1,0,0,0,11,44,0,0,1,0,1,0,0,1,1,1,0,0,0,0
5245,1,31,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6169,1,22,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
325,1,45,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10713,1,43,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8283,1,24,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,9,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
9081,1,40,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5370,1,17,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6774,1,39,0,0,0,0,1,1,0,0,3,2,0,0,1,0,0,4,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
6846,1,36,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
890,1,48,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,4,19,7,0,0,0,0,0,0,1,1,1,1,0,0,0,0
6492,1,37,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
8957,1,29,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4366,1,219,0,0,0,0,1,1,0,0,12,2,0,0,3,2,0,13,13,149,1,0,1,1,1,0,0,0,1,1,1,1,1,1
14136,1,61,0,0,1,0,1,1,0,0,3,0,0,0,2,1,0,0,20,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1670,1,20,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6691,1,43,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2639,1,22,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
1296,1,51,0,0,0,0,1,1,0,0,2,0,3,0,1,0,0,3,7,22,1,0,0,0,0,0,0,0,1,1,0,0,0,0
13457,1,50,0,0,0,0,1,1,0,0,2,3,0,0,1,0,0,1,9,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
830,1,27,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11254,1,27,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
6027,1,44,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,4,12,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
4268,1,73,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,3,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12379,1,99,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4426,1,61,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,34,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1372,1,28,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7128,1,43,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
4002,1,53,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,13,20,16,0,0,0,0,0,1,1,1,1,1,1,1,1,1
1342,1,24,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,9,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
11272,1,49,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,0,24,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
10002,1,27,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12443,1,151,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,41,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6391,1,38,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
9641,1,27,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,4,7,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
5216,1,29,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11740,1,27,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,5,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9540,1,73,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,4,51,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10094,1,27,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
1676,1,73,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,46,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
9787,1,26,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4069,1,57,0,0,1,0,1,1,0,0,5,2,0,0,1,0,0,3,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
7887,1,61,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,4,14,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
4150,1,25,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
3220,1,65,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,34,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5355,1,56,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,34,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8324,1,77,0,0,0,0,1,1,0,0,5,0,0,0,1,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8854,1,34,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,7,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
13975,1,35,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
13188,1,33,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
4323,1,30,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2906,1,63,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,16,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
958,1,42,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8489,1,22,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
12522,1,247,0,0,0,0,0,1,0,0,3,0,1,2,3,2,0,45,49,171,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3566,1,115,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,43,97,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7377,1,26,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6591,1,37,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
248,1,90,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,63,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
13479,1,22,0,0,1,0,1,1,0,0,2,1,0,0,1,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
4959,1,36,0,0,1,1,0,0,0,0,4,0,0,0,1,0,0,11,12,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6343,1,49,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
9168,1,79,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,10,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
8801,1,17,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
12336,1,38,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6313,1,48,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2708,1,376,0,0,0,0,1,1,0,0,8,0,10,3,8,7,0,72,53,287,2,0,1,1,0,0,0,1,1,1,0,0,0,0
13765,1,97,0,1,1,0,1,1,0,0,5,0,1,0,2,1,0,9,33,29,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7311,1,37,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8697,1,18,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4177,1,35,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
10365,1,27,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4561,1,51,0,0,1,0,0,1,0,0,1,0,0,2,2,1,0,4,5,27,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2325,1,24,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0
11380,1,79,0,0,0,0,0,1,0,0,3,0,1,4,2,1,0,14,9,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8227,1,24,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
7086,1,244,0,0,0,0,1,1,0,0,2,0,5,0,1,0,0,37,215,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
7999,1,23,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
333,1,20,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
13950,1,291,0,0,0,0,1,1,0,0,3,1,4,10,4,3,0,61,66,189,0,0,0,1,1,0,0,1,1,1,0,0,0,0
1624,1,37,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6130,1,64,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,1,23,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1249,1,21,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6084,1,75,0,0,1,0,1,1,0,0,2,1,0,0,1,0,0,0,46,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
11253,1,29,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3261,1,24,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1739,1,30,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1273,1,51,0,0,0,0,1,1,0,0,2,0,3,0,1,0,0,3,7,22,1,0,0,0,0,0,0,0,1,1,0,0,0,0
5175,1,398,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,68,369,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
3437,1,80,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,3,50,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5518,1,46,0,0,0,0,1,1,0,0,4,1,1,0,1,0,0,0,14,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
7902,1,33,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
341,1,22,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
7019,1,41,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
1877,1,24,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
5571,1,18,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
5141,1,31,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4677,1,779,0,0,0,0,1,1,0,0,2,0,2,0,1,0,0,138,9,745,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7221,1,43,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
5629,1,86,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,7,68,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4486,1,36,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,9,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
3607,1,170,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,78,1,131,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3393,1,21,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8867,1,26,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
12993,1,27,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,10,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
808,1,59,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,23,42,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
10752,1,99,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,8,76,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11842,1,29,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
13293,1,99,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,8,76,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5438,1,21,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
9409,1,31,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9085,1,27,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4645,1,21,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
7088,1,87,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,21,49,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1
6115,1,744,0,1,0,0,1,1,0,0,4,0,9,38,1,0,0,231,115,602,2,0,0,1,0,0,0,1,1,1,0,0,0,1
9255,1,22,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
9430,1,21,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
10620,1,16,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
1421,1,236,0,0,0,0,1,1,0,0,2,0,3,12,3,2,0,26,60,148,0,0,0,0,0,0,0,1,1,1,0,0,0,0
12684,1,49,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,9,18,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
5040,1,63,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,24,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
105,1,52,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,5,16,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
10168,1,36,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
7288,1,43,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,23,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8821,1,26,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
10277,1,37,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1980,1,23,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2860,1,31,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,2,11,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
11479,1,24,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,7,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
13519,1,118,0,0,1,0,1,1,0,0,2,1,1,0,1,0,0,31,76,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6066,1,20,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11957,1,41,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,20,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
5587,1,67,0,0,1,0,1,1,0,0,5,0,0,0,2,1,0,12,12,22,0,0,0,0,0,0,0,1,1,1,0,0,0,1
8631,1,33,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
13064,1,116,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,4,83,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1116,1,57,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,2,26,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
8945,1,25,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4702,1,41,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,3,3,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1
3964,1,48,0,0,0,0,1,1,0,0,3,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0
4791,1,45,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,5,28,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8589,1,44,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11186,1,58,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,2,34,0,2,0,0,0,1,0,1,1,1,1,0,0,0,0
2047,1,49,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7191,1,45,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
1933,1,23,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12552,1,50,0,0,0,0,1,1,0,0,2,3,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
6752,1,36,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2846,1,209,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,37,175,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
11263,1,31,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1184,1,31,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9824,1,36,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6645,1,41,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5751,1,379,0,0,1,0,1,1,0,0,6,0,19,2,9,8,0,66,52,303,0,0,0,0,0,0,0,0,1,1,0,0,0,1
9790,1,28,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
13304,1,194,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,39,124,37,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1644,1,54,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
