,Label
12976,1
8422,1
10526,1
2200,0
44,0
9087,1
2801,0
11273,1
11979,1
2097,0
859,0
7143,1
9675,1
10801,1
8566,1
12823,1
8518,1
7124,1
10363,1
1173,0
10104,1
12936,1
4950,0
683,0
391,0
1391,0
10270,1
6952,1
2896,0
10954,1
5578,0
6959,1
3880,0
10082,1
5258,0
7872,1
3135,0
5971,0
7144,1
4273,0
420,0
3633,0
11792,1
2593,0
11112,1
9949,1
4918,0
9737,1
4026,0
3189,0
4192,0
11451,1
7488,1
7626,1
7692,1
6136,0
6655,1
114,0
7991,1
9521,1
5550,0
4181,0
10291,1
9015,1
8271,1
11504,1
423,0
6015,0
2861,0
5530,0
4843,0
4832,0
4037,0
912,0
9626,1
7087,1
12554,1
11726,1
1568,0
5402,0
2253,0
5768,0
10799,1
7366,1
8640,1
7611,1
9141,1
10637,1
793,0
7627,1
10989,1
7268,1
12417,1
3341,0
5368,0
8063,1
1942,0
6496,1
8620,1
7936,1
5826,0
5755,0
8708,1
1537,0
9363,1
6722,1
6097,0
11016,1
4894,0
4404,0
6153,0
2950,0
3381,0
869,0
7950,1
2242,0
11122,1
5848,0
4130,0
5309,0
8529,1
6022,0
4100,0
10839,1
4970,0
4494,0
5554,0
1036,0
9711,1
1002,0
6052,0
10836,1
10346,1
11400,1
4207,0
3184,0
9353,1
3984,0
12426,1
5666,0
1009,0
2810,0
3106,0
10831,1
2119,0
9634,1
7233,1
8733,1
11317,1
10752,1
9765,1
3754,0
3785,0
4898,0
9157,1
1927,0
13029,1
3710,0
5002,0
11156,1
5049,0
5014,0
11164,1
867,0
6218,0
8481,1
1967,0
12127,1
792,0
10660,1
9044,1
10885,1
10571,1
3818,0
523,0
1175,0
2891,0
6158,0
8154,1
3906,0
5399,0
6232,0
3574,0
12731,1
3949,0
940,0
1157,0
9752,1
12106,1
3694,0
8587,1
8583,1
8406,1
10592,1
23,0
12954,1
1381,0
10008,1
6300,0
6026,0
4405,0
9262,1
9990,1
10347,1
10309,1
2858,0
11216,1
2312,0
10491,1
1639,0
5216,0
4176,0
6904,1
10461,1
11036,1
3294,0
6579,1
2640,0
8760,1
10750,1
6194,0
9989,1
3996,0
6542,1
9120,1
1595,0
2052,0
3133,0
4267,0
12970,1
10751,1
10283,1
6687,1
6578,1
2054,0
12168,1
1934,0
10936,1
8550,1
1077,0
3584,0
330,0
5752,0
6337,1
9562,1
2110,0
1891,0
343,0
3029,0
3011,0
9245,1
12773,1
8210,1
8139,1
10899,1
2800,0
7107,1
11203,1
10470,1
1510,0
9988,1
276,0
1931,0
2045,0
3928,0
29,0
10520,1
5860,0
905,0
8059,1
6204,0
8429,1
8278,1
5943,0
9123,1
1972,0
3363,0
12050,1
2735,0
2825,0
10693,1
7596,1
226,0
12980,1
5004,0
2485,0
1824,0
1580,0
709,0
2933,0
82,0
1057,0
11269,1
7028,1
1358,0
4361,0
6817,1
9870,1
5859,0
11720,1
9319,1
4872,0
5685,0
6813,1
9113,1
11794,1
12894,1
8991,1
9487,1
5312,0
4889,0
1055,0
526,0
8839,1
13031,1
302,0
10179,1
5327,0
6302,0
5318,0
1601,0
10570,1
4855,0
4397,0
7031,1
104,0
3836,0
3535,0
11955,1
4838,0
9530,1
14,0
8319,1
7264,1
11301,1
4680,0
12159,1
2634,0
9545,1
4778,0
10800,1
6180,0
9203,1
553,0
11383,1
12249,1
4413,0
4172,0
2562,0
7944,1
3918,0
6005,0
833,0
10430,1
11914,1
9702,1
2472,0
5313,0
3457,0
10331,1
5640,0
5319,0
1340,0
7557,1
1294,0
13040,1
11622,1
3336,0
9529,1
6376,1
5276,0
3040,0
2862,0
6929,1
8860,1
5286,0
7455,1
2711,0
1332,0
8431,1
3303,0
5176,0
4792,0
849,0
9943,1
4012,0
234,0
8549,1
11327,1
1273,0
2729,0
5033,0
477,0
3213,0
10480,1
9464,1
10402,1
9516,1
12324,1
2839,0
10631,1
4118,0
12863,1
6567,1
12073,1
7622,1
11395,1
3490,0
6500,1
13010,1
6707,1
5904,0
521,0
1244,0
9294,1
9706,1
7526,1
8783,1
5398,0
9005,1
2296,0
8527,1
942,0
10673,1
395,0
8096,1
7666,1
3786,0
1441,0
9471,1
8222,1
47,0
525,0
817,0
6624,1
4745,0
11286,1
1969,0
6146,0
60,0
10258,1
1916,0
7156,1
3415,0
10421,1
7321,1
2551,0
12779,1
11154,1
11895,1
4567,0
11592,1
10285,1
12912,1
6495,1
6175,0
6864,1
2854,0
9432,1
1509,0
4467,0
5912,0
6987,1
8359,1
5008,0
9285,1
7483,1
4117,0
5329,0
2783,0
12845,1
823,0
12021,1
4957,0
10994,1
4065,0
11024,1
10376,1
3555,0
11285,1
6752,1
2299,0
11548,1
1541,0
938,0
3080,0
1772,0
1976,0
1713,0
10217,1
208,0
6303,0
11981,1
2327,0
1479,0
12119,1
12134,1
7315,1
11373,1
9801,1
7430,1
7859,1
3165,0
7288,1
1096,0
180,0
6518,1
9197,1
9661,1
2235,0
7349,1
8965,1
3916,0
6067,0
1200,0
7524,1
4587,0
4835,0
8746,1
3128,0
9522,1
7577,1
7472,1
4685,0
2754,0
3766,0
2772,0
4642,0
1420,0
5084,0
2606,0
6859,1
9140,1
6503,1
6961,1
5345,0
4233,0
11478,1
2013,0
9908,1
8186,1
4372,0
3052,0
9342,1
4535,0
10072,1
789,0
10033,1
2750,0
12683,1
9251,1
2492,0
1465,0
5439,0
11506,1
11082,1
3225,0
4482,0
407,0
773,0
6568,1
8211,1
5787,0
958,0
5690,0
8147,1
11445,1
27,0
6622,1
650,0
4025,0
8190,1
5558,0
11197,1
8115,1
2660,0
155,0
4272,0
8436,1
2761,0
324,0
4041,0
4313,0
9415,1
12078,1
8700,1
9108,1
11306,1
6541,1
5101,0
9277,1
668,0
4646,0
1186,0
901,0
12086,1
4477,0
1982,0
1128,0
6619,1
6319,1
8404,1
7535,1
6412,1
3873,0
2156,0
12103,1
135,0
6924,1
10084,1
12926,1
6525,1
8553,1
11863,1
4775,0
3872,0
12424,1
6979,1
379,0
9946,1
992,0
4879,0
1980,0
7141,1
2928,0
8737,1
1078,0
4438,0
9143,1
4645,0
6144,0
6120,0
7516,1
6363,1
10619,1
5821,0
1766,0
11195,1
9322,1
9510,1
5617,0
5410,0
5520,0
8496,1
1423,0
4637,0
6139,0
1498,0
8814,1
7633,1
6731,1
9861,1
8036,1
12398,1
4706,0
4582,0
8282,1
7405,1
7744,1
10286,1
7795,1
9520,1
2751,0
4145,0
6115,0
8628,1
1669,0
11226,1
4708,0
1436,0
8034,1
11695,1
9139,1
4809,0
12756,1
2487,0
11536,1
2050,0
9340,1
3563,0
12323,1
522,0
12669,1
3505,0
6410,1
11355,1
4400,0
8022,1
8455,1
7302,1
6615,1
2026,0
662,0
12167,1
6349,1
4806,0
5999,0
2170,0
4521,0
10987,1
11469,1
8008,1
4770,0
7769,1
9961,1
12981,1
66,0
6620,1
12319,1
8023,1
9060,1
1985,0
2566,0
3881,0
3988,0
500,0
1691,0
7140,1
9048,1
2465,0
4632,0
10439,1
12987,1
7496,1
12870,1
10367,1
8313,1
2476,0
174,0
10915,1
10795,1
7573,1
12522,1
8391,1
12359,1
12761,1
1377,0
701,0
6111,0
1376,0
9945,1
11788,1
2666,0
5126,0
10995,1
7326,1
10581,1
7728,1
4666,0
6788,1
12568,1
7732,1
4131,0
3454,0
5455,0
12221,1
12115,1
7021,1
19,0
6720,1
8099,1
9461,1
12961,1
5238,0
1257,0
10418,1
9753,1
4331,0
12027,1
10004,1
752,0
12253,1
11165,1
2901,0
5083,0
8400,1
5095,0
9637,1
2793,0
10943,1
141,0
11717,1
8478,1
10540,1
9693,1
4230,0
10007,1
10483,1
9552,1
594,0
5339,0
9404,1
3126,0
10880,1
8184,1
9580,1
2374,0
12259,1
2091,0
5824,0
7833,1
11557,1
2419,0
2398,0
9212,1
2351,0
9170,1
2348,0
10156,1
1817,0
1756,0
12063,1
12565,1
8024,1
6056,0
4977,0
8407,1
8643,1
6679,1
11404,1
6513,1
2298,0
11436,1
10770,1
5423,0
3291,0
3972,0
8197,1
10306,1
1047,0
7773,1
12292,1
11997,1
7382,1
12932,1
8223,1
7661,1
584,0
233,0
10691,1
7130,1
8846,1
11171,1
1406,0
9942,1
3172,0
2326,0
3512,0
951,0
2603,0
1734,0
7183,1
8392,1
4692,0
10052,1
4353,0
751,0
10580,1
5472,0
6996,1
3120,0
10654,1
9726,1
1088,0
5291,0
8371,1
10998,1
5151,0
6660,1
5007,0
3199,0
3566,0
9749,1
990,0
12590,1
9924,1
4033,0
6182,0
2888,0
11063,1
5925,0
321,0
5791,0
3472,0
9182,1
6443,1
8439,1
7730,1
11134,1
11910,1
3525,0
109,0
5283,0
2469,0
5551,0
3622,0
7403,1
520,0
8029,1
555,0
10598,1
1893,0
251,0
8730,1
6671,1
2506,0
5477,0
12706,1
11125,1
8717,1
1912,0
3348,0
3031,0
5502,0
5488,0
9974,1
12681,1
4755,0
5265,0
12824,1
12334,1
10517,1
7029,1
1576,0
1111,0
11343,1
11812,1
6151,0
11810,1
8020,1
782,0
10610,1
8289,1
10728,1
1634,0
10992,1
11168,1
2545,0
9260,1
6451,1
5269,0
11849,1
5121,0
9951,1
6406,1
11945,1
3449,0
10129,1
9892,1
8240,1
12801,1
3450,0
3631,0
12872,1
10074,1
11115,1
4554,0
9920,1
12741,1
427,0
1974,0
8067,1
9153,1
11555,1
11774,1
2762,0
376,0
6103,0
12967,1
2414,0
6386,1
5747,0
1382,0
2694,0
11906,1
6856,1
7776,1
9230,1
8459,1
8636,1
4764,0
7158,1
11421,1
3193,0
6140,0
3178,0
3130,0
3658,0
2554,0
12875,1
11932,1
9438,1
7485,1
2830,0
11920,1
7223,1
1323,0
5311,0
11909,1
1757,0
10913,1
801,0
5061,0
9720,1
10935,1
4314,0
7620,1
12854,1
2154,0
12828,1
4010,0
7247,1
4691,0
4817,0
9830,1
5440,0
4504,0
2292,0
5154,0
4939,0
2820,0
10205,1
12062,1
10249,1
11114,1
304,0
11043,1
5883,0
6789,1
5908,0
12277,1
7725,1
7753,1
3295,0
5774,0
8688,1
3541,0
3378,0
6411,1
2072,0
1717,0
9818,1
7645,1
3241,0
8109,1
4166,0
9025,1
3210,0
6696,1
12447,1
3995,0
8670,1
12083,1
5367,0
8019,1
13008,1
2011,0
6515,1
3247,0
4880,0
4402,0
839,0
2038,0
2210,0
12265,1
5820,0
1308,0
2907,0
5337,0
12107,1
825,0
8166,1
11474,1
2208,0
4743,0
146,0
9137,1
7766,1
6196,0
8169,1
291,0
8848,1
12534,1
8884,1
3921,0
5071,0
5553,0
1158,0
8434,1
1163,0
3674,0
748,0
6584,1
11072,1
6839,1
1138,0
6958,1
10050,1
447,0
11242,1
2184,0
11322,1
4447,0
5565,0
7955,1
5317,0
6116,0
9515,1
7478,1
1805,0
10716,1
112,0
7555,1
9647,1
11890,1
11736,1
1080,0
8145,1
5854,0
10704,1
9551,1
8281,1
267,0
3975,0
7077,1
5237,0
2422,0
2428,0
11634,1
10002,1
9479,1
508,0
8084,1
2673,0
9234,1
406,0
9639,1
11700,1
1300,0
214,0
4138,0
7142,1
10141,1
10087,1
7905,1
9307,1
9247,1
10884,1
3438,0
9778,1
536,0
9073,1
3064,0
11217,1
7115,1
5887,0
6795,1
3094,0
10825,1
9911,1
11013,1
9126,1
4849,0
12707,1
4930,0
827,0
6050,0
11723,1
3788,0
8649,1
3567,0
2968,0
8193,1
1445,0
8440,1
11801,1
9440,1
12496,1
8502,1
5932,0
8908,1
8757,1
7479,1
11834,1
6517,1
11883,1
11768,1
11107,1
8150,1
9374,1
12632,1
8827,1
3653,0
2872,0
5542,0
259,0
7521,1
2352,0
12460,1
5828,0
2549,0
7640,1
6258,0
11160,1
9430,1
3933,0
10659,1
761,0
3121,0
2446,0
12509,1
6128,0
2583,0
12663,1
8890,1
1657,0
6816,1
11376,1
3238,0
11789,1
12312,1
4075,0
2788,0
10504,1
3782,0
10748,1
7879,1
11141,1
1494,0
7105,1
6573,1
952,0
9255,1
2881,0
10222,1
4077,0
1087,0
6279,0
1851,0
6822,1
11233,1
4603,0
11093,1
4302,0
2125,0
835,0
1299,0
5069,0
10471,1
6129,0
4701,0
6653,1
11603,1
9734,1
2942,0
194,0
11371,1
7842,1
3273,0
11263,1
9019,1
404,0
3483,0
7097,1
8765,1
8704,1
11180,1
704,0
6760,1
1204,0
7252,1
3290,0
5681,0
10088,1
2657,0
4030,0
9715,1
10713,1
1028,0
7170,1
1529,0
8912,1
333,0
9443,1
5451,0
8056,1
7512,1
6875,1
6113,0
2488,0
5599,0
6824,1
7737,1
12937,1
11033,1
9102,1
11783,1
1425,0
12139,1
5091,0
7061,1
721,0
10016,1
6454,1
8956,1
1616,0
9947,1
6384,1
6744,1
12126,1
11935,1
2463,0
5781,0
2185,0
3096,0
9891,1
8209,1
614,0
8003,1
1068,0
10234,1
8812,1
4617,0
6250,0
2612,0
10167,1
8672,1
6505,1
12635,1
12969,1
9271,1
1179,0
1195,0
12795,1
7259,1
9934,1
328,0
18,0
2139,0
8929,1
9360,1
634,0
3900,0
1553,0
10448,1
3648,0
10409,1
11665,1
12469,1
12948,1
5659,0
8565,1
5200,0
11213,1
61,0
633,0
4105,0
2695,0
10715,1
6003,0
7161,1
10873,1
4961,0
8503,1
12369,1
7917,1
6236,0
4959,0
11903,1
973,0
13043,1
0,0
1984,0
6532,1
3333,0
118,0
4190,0
785,0
2742,0
1763,0
7701,1
12329,1
6485,1
9745,1
6948,1
8715,1
7111,1
8921,1
5517,0
845,0
12580,1
7266,1
3854,0
4595,0
11833,1
5753,0
5524,0
1959,0
2670,0
4099,0
1475,0
3532,0
8881,1
5533,0
2648,0
2536,0
5724,0
12394,1
8394,1
10326,1
5703,0
12722,1
7690,1
7394,1
3425,0
2559,0
6773,1
6092,0
3124,0
796,0
10591,1
2303,0
8675,1
2663,0
1896,0
11351,1
10948,1
1581,0
9534,1
697,0
5038,0
3283,0
3254,0
4591,0
12066,1
645,0
10538,1
7979,1
10756,1
7178,1
5333,0
2164,0
116,0
9417,1
2075,0
2355,0
8421,1
13004,1
9014,1
9209,1
8195,1
4088,0
8339,1
7171,1
7093,1
98,0
7076,1
11514,1
3825,0
11163,1
1364,0
1978,0
9678,1
945,0
10361,1
9547,1
6327,1
8093,1
7332,1
9708,1
10433,1
5626,0
11065,1
260,0
1680,0
9394,1
2108,0
715,0
6675,1
3789,0
7736,1
6106,0
4024,0
11124,1
3953,0
11131,1
1468,0
8312,1
6714,1
12804,1
8775,1
8887,1
5717,0
4415,0
6700,1
12235,1
5944,0
5361,0
5103,0
9588,1
11089,1
2790,0
8897,1
2514,0
1503,0
10026,1
2076,0
1146,0
12661,1
7466,1
9577,1
3849,0
7828,1
5096,0
12024,1
4462,0
6455,1
134,0
10864,1
4175,0
3284,0
3397,0
9965,1
2588,0
3123,0
12061,1
8661,1
4789,0
1511,0
6629,1
8540,1
10776,1
5406,0
3731,0
5424,0
7876,1
6311,1
9854,1
289,0
4737,0
6892,1
6981,1
11552,1
12246,1
10794,1
12331,1
8374,1
9033,1
7945,1
6577,1
2115,0
11274,1
11287,1
1875,0
1296,0
5338,0
730,0
4093,0
10822,1
2380,0
7603,1
6740,1
5124,0
3960,0
9276,1
10370,1
4119,0
8187,1
8863,1
8927,1
1636,0
4268,0
12408,1
3239,0
339,0
11639,1
2098,0
9336,1
1844,0
1990,0
4867,0
7245,1
79,0
2560,0
11140,1
2233,0
10064,1
12895,1
9746,1
1784,0
5365,0
1835,0
6820,1
3848,0
3274,0
12346,1
8393,1
516,0
11724,1
6341,1
7531,1
11934,1
1312,0
3775,0
8416,1
2728,0
8225,1
12776,1
11055,1
12974,1
2611,0
6800,1
10699,1
6873,1
2188,0
9207,1
6431,1
4189,0
638,0
7273,1
2264,0
5396,0
9559,1
12476,1
1307,0
12212,1
12279,1
2257,0
7281,1
12789,1
12587,1
2935,0
10445,1
10425,1
6673,1
8423,1
558,0
4164,0
9805,1
4498,0
1190,0
374,0
12879,1
9480,1
13020,1
2990,0
1890,0
8488,1
5645,0
11309,1
3066,0
12688,1
9460,1
8531,1
1811,0
10201,1
9681,1
1737,0
9524,1
10513,1
9399,1
1338,0
268,0
6105,0
2527,0
7470,1
7074,1
11004,1
11500,1
5802,0
3289,0
4791,0
657,0
5178,0
3286,0
9472,1
8808,1
3832,0
12133,1
2922,0
12493,1
9953,1
2631,0
5001,0
3191,0
11194,1
9495,1
9922,1
6974,1
10348,1
10485,1
11977,1
8951,1
9610,1
8078,1
9199,1
10314,1
9324,1
4597,0
8889,1
3914,0
12260,1
8621,1
2956,0
11699,1
6354,1
7595,1
5790,0
8087,1
6538,1
1470,0
4213,0
2261,0
10215,1
7065,1
11438,1
2682,0
3534,0
8119,1
12365,1
7718,1
1738,0
12395,1
8580,1
1232,0
142,0
6469,1
11099,1
4888,0
5998,0
2973,0
11943,1
6466,1
7242,1
2937,0
3140,0
1316,0
10907,1
10171,1
8042,1
9787,1
12250,1
3790,0
12042,1
10975,1
4863,0
8231,1
3439,0
9278,1
2734,0
3209,0
1641,0
4261,0
5700,0
9773,1
11456,1
9780,1
11221,1
10565,1
5433,0
1966,0
8164,1
10732,1
10123,1
571,0
7976,1
7227,1
4572,0
1346,0
12443,1
7300,1
4259,0
3005,0
4111,0
2037,0
12165,1
8928,1
8463,1
8552,1
5066,0
7974,1
5559,0
10553,1
9240,1
80,0
6524,1
7747,1
6894,1
10085,1
121,0
7739,1
6976,1
3499,0
7858,1
8756,1
10107,1
12853,1
9085,1
1400,0
12404,1
56,0
11775,1
2105,0
1289,0
5381,0
7681,1
9740,1
1684,0
11637,1
7984,1
6953,1
4524,0
6179,0
9006,1
3864,0
3719,0
7707,1
10919,1
6125,0
11727,1
7234,1
4783,0
10067,1
6923,1
609,0
9625,1
3498,0
12071,1
10422,1
5498,0
8163,1
3116,0
3527,0
12764,1
10827,1
1653,0
2651,0
5840,0
9018,1
9459,1
8891,1
11780,1
12930,1
1818,0
5153,0
12067,1
12733,1
10894,1
7845,1
8298,1
8906,1
3367,0
6995,1
9982,1
7338,1
1052,0
2556,0
504,0
6777,1
11264,1
6963,1
270,0
8909,1
3650,0
7756,1
7586,1
3139,0
7861,1
12858,1
7206,1
4576,0
9450,1
12585,1
4525,0
5735,0
1450,0
6079,0
11178,1
11929,1
1983,0
5229,0
7786,1
129,0
9233,1
7724,1
8556,1
8657,1
12357,1
6293,0
11307,1
12087,1
3221,0
8899,1
599,0
5903,0
7880,1
2031,0
7265,1
1943,0
3698,0
7464,1
4947,0
8659,1
4765,0
12570,1
2266,0
12432,1
1917,0
12806,1
11174,1
9615,1
8300,1
4052,0
9643,1
6069,0
6881,1
10677,1
559,0
12080,1
7727,1
11412,1
5246,0
6753,1
12673,1
1528,0
12781,1
136,0
4507,0
7388,1
3895,0
10366,1
11507,1
1018,0
7447,1
9699,1
7277,1
11963,1
5214,0
9719,1
699,0
2016,0
3857,0
3148,0
7652,1
8357,1
4315,0
6074,0
4059,0
4757,0
7084,1
93,0
10952,1
11667,1
6328,1
9704,1
7579,1
11796,1
3940,0
1269,0
12239,1
5362,0
7720,1
5457,0
3334,0
10406,1
154,0
8519,1
2153,0
8405,1
1858,0
11433,1
8611,1
8344,1
10999,1
9151,1
12035,1
3704,0
1925,0
4094,0
3322,0
5393,0
7193,1
3509,0
12040,1
7256,1
12653,1
7609,1
9254,1
12074,1
8576,1
9180,1
1970,0
5589,0
8604,1
2867,0
596,0
5418,0
2181,0
8524,1
12150,1
7590,1
2501,0
531,0
8834,1
11328,1
5384,0
9694,1
11502,1
970,0
9395,1
4079,0
880,0
9214,1
11394,1
4967,0
6299,0
7254,1
8044,1
3328,0
6790,1
6829,1
6010,0
871,0
10289,1
968,0
8451,1
7840,1
964,0
3886,0
3590,0
1681,0
6249,0
1614,0
5023,0
6494,1
3324,0
3261,0
5436,0
6956,1
11332,1
3679,0
2342,0
2531,0
12214,1
5851,0
3379,0
207,0
7909,1
7274,1
11315,1
11885,1
3017,0
5603,0
8201,1
3611,0
1956,0
9981,1
5934,0
5572,0
9202,1
12650,1
8192,1
670,0
3610,0
10564,1
6851,1
8069,1
8473,1
1220,0
1174,0
3281,0
3729,0
7886,1
10035,1
8428,1
11162,1
3829,0
3964,0
9303,1
12885,1
725,0
6297,0
10876,1
664,0
5116,0
7117,1
11953,1
10545,1
10590,1
2496,0
1271,0
11084,1
9798,1
2284,0
4246,0
8597,1
12752,1
12799,1
8482,1
7885,1
10843,1
12549,1
5093,0
9491,1
10672,1
4321,0
2763,0
12383,1
2975,0
7327,1
11994,1
11496,1
8343,1
11940,1
437,0
2643,0
8159,1
5051,0
8112,1
9382,1
12753,1
6472,1
620,0
2178,0
5209,0
6717,1
11886,1
7911,1
32,0
10479,1
1514,0
6492,1
7870,1
4927,0
8559,1
12720,1
6993,1
2787,0
3053,0
1025,0
8052,1
8747,1
6883,1
7108,1
3301,0
10932,1
851,0
9590,1
9321,1
4389,0
12742,1
8216,1
10066,1
1251,0
10196,1
7527,1
11534,1
4731,0
10268,1
5386,0
6436,1
5241,0
2930,0
2337,0
11151,1
9783,1
1486,0
12286,1
1225,0
629,0
2829,0
902,0
5352,0
8369,1
2474,0
1516,0
12070,1
9045,1
5610,0
3240,0
5977,0
6403,1
9762,1
7103,1
7558,1
4326,0
6580,1
7096,1
1285,0
12959,1
12007,1
1643,0
2902,0
6821,1
8920,1
1015,0
5027,0
1683,0
12160,1
11970,1
7292,1
4767,0
12990,1
12943,1
2509,0
6562,1
1878,0
12202,1
9026,1
8601,1
9168,1
2960,0
10207,1
3846,0
470,0
10947,1
2876,0
4476,0
2344,0
3780,0
6087,0
5391,0
12737,1
546,0
10392,1
9935,1
911,0
11855,1
6095,0
3795,0
12809,1
741,0
9502,1
8811,1
3613,0
5739,0
11291,1
586,0
3523,0
11068,1
12347,1
12117,1
9217,1
2859,0
4557,0
4641,0
2533,0
1965,0
3791,0
3146,0
2581,0
3430,0
12444,1
7082,1
1416,0
2688,0
6084,0
10523,1
4968,0
8793,1
12958,1
1810,0
2152,0
7783,1
10001,1
9024,1
4985,0
3464,0
3620,0
