iter	Passed	Remaining
143	1203	7151
144	1208	7124
145	1215	7111
146	1222	7094
147	1228	7074
148	1238	7071
149	1242	7041
150	1245	7005
151	1251	6983
152	1260	6975
153	1270	6979
154	1283	6996
155	1288	6970
156	1298	6970
157	1304	6953
158	1315	6959
159	1324	6952
160	1329	6928
161	1338	6921
162	1342	6892
163	1352	6893
164	1355	6857
165	1360	6836
166	1367	6820
167	1374	6807
168	1381	6792
169	1389	6786
170	1399	6783
171	1403	6756
172	1412	6753
173	1420	6741
174	1429	6736
175	1436	6726
176	1440	6695
177	1445	6674
178	1453	6666
179	1460	6652
180	1465	6628
181	1470	6607
182	1479	6606
183	1482	6576
184	1489	6563
185	1496	6549
186	1500	6524
187	1506	6507
188	1514	6499
189	1524	6500
190	1528	6473
191	1536	6466
192	1544	6459
193	1549	6436
194	1556	6424
195	1560	6399
196	1564	6376
197	1575	6380
198	1583	6375
199	1595	6380
200	1607	6390
201	1613	6375
202	1625	6382
203	1631	6364
204	1637	6351
205	1642	6332
206	1646	6308
207	1654	6298
208	1663	6296
209	1671	6287
210	1678	6275
211	1687	6272
212	1693	6257
213	1696	6230
214	1706	6231
215	1714	6222
216	1718	6200
217	1726	6194
218	1738	6201
219	1742	6179
220	1747	6160
221	1755	6153
222	1760	6132
223	1767	6123
224	1771	6101
225	1775	6080
226	1783	6071
227	1786	6048
228	1796	6050
229	1805	6045
230	1813	6038
231	1820	6027
232	1829	6023
233	1838	6018
234	1843	6000
235	1852	5997
236	1855	5972
237	1864	5967
238	1871	5960
239	1882	5962
240	1888	5947
241	1896	5939
242	1899	5917
243	1907	5909
244	1912	5893
245	1917	5875
246	1924	5868
247	1933	5864
248	1938	5845
249	1943	5830
250	1949	5816
251	1952	5795
252	1955	5774
253	1964	5769
254	1968	5750
255	1977	5745
256	1982	5731
257	1986	5713
258	1992	5700
259	2000	5694
260	2007	5685
261	2013	5671
262	2018	5657
263	2024	5642
264	2026	5622
265	2032	5608
266	2035	5589
267	2045	5586
268	2054	5584
269	2060	5570
270	2068	5564
271	2080	5567
272	2088	5560
273	2094	5550
274	2099	5535
275	2109	5532
276	2116	5525
277	2124	5517
278	2138	5525
279	2149	5527
280	2155	5514
281	2161	5503
282	2172	5504
283	2184	5507
284	2188	5491
285	2198	5488
286	2210	5490
287	2221	5490
288	2225	5476
289	2236	5474
290	2247	5476
291	2259	5478
292	2267	5471
293	2278	5471
294	2288	5469
295	2293	5455
296	2304	5455
297	2309	5440
298	2313	5424
299	2319	5412
300	2324	5396
301	2329	5384
302	2334	5369
303	2343	5364
304	2349	5353
305	2352	5336
306	2361	5330
307	2365	5315
308	2369	5298
309	2374	5285
310	2380	5273
311	2384	5258
312	2393	5253
313	2403	5249
314	2410	5242
315	2416	5230
316	2421	5217
317	2430	5212
318	2438	5204
319	2446	5199
320	2454	5191
321	2458	5176
322	2467	5171
323	2472	5158
324	2479	5150
325	2488	5144
326	2494	5134
327	2503	5128
328	2507	5113
329	2512	5100
330	2517	5089
331	2527	5086
332	2536	5080
333	2543	5071
334	2552	5066
335	2560	5060
336	2568	5054
337	2572	5037
338	2577	5025
339	2587	5021
340	2592	5009
341	2600	5003
342	2604	4989
343	2608	4974
344	2612	4960
345	2620	4954
346	2627	4944
347	2632	4932
348	2637	4918
349	2644	4911
350	2652	4905
351	2658	4893
352	2662	4880
353	2666	4865
354	2674	4859
355	2682	4852
356	2693	4850
357	2701	4843
358	2710	4840
359	2715	4827
360	2721	4817
361	2727	4806
362	2731	4793
363	2741	4789
364	2745	4775
365	2752	4768
366	2761	4763
367	2770	4757
368	2774	4744
369	2780	4734
370	2784	4721
371	2794	4717
372	2799	4705
373	2803	4691
374	2811	4685
375	2817	4675
376	2823	4666
377	2827	4652
378	2831	4639
379	2840	4634
380	2844	4621
381	2851	4613
382	2860	4607
383	2869	4602
384	2877	4597
385	2887	4593
386	2893	4583
387	2902	4578
388	2907	4567
389	2911	4553
390	2919	4547
391	2927	4540
392	2934	4532
393	2942	4525
394	2946	4513
395	2955	4507
396	2959	4495
397	2964	4484
398	2968	4471
399	2977	4465
400	2987	4462
401	2990	4448
402	2998	4442
403	3002	4429
404	3011	4423
405	3018	4416
406	3022	4403
407	3031	4398
408	3039	4392
409	3045	4382
410	3053	4375
411	3056	4361
412	3064	4355
413	3068	4342
414	3072	4331
415	3075	4317
416	3080	4306
417	3087	4299
418	3095	4292
419	3101	4282
420	3108	4275
421	3117	4269
422	3121	4257
423	3130	4252
424	3135	4242
425	3140	4231
426	3148	4224
427	3151	4211
428	3155	4200
429	3161	4191
430	3166	4180
431	3172	4171
432	3181	4165
433	3191	4162
434	3195	4150
435	3203	4143
436	3207	4132
437	3213	4123
438	3222	4117
439	3227	4107
440	3229	4094
441	3232	4081
442	3236	4069
443	3240	4057
444	3243	4044
445	3248	4035
446	3257	4030
447	3264	4022
448	3272	4015
449	3276	4004
450	3283	3997
451	3287	3985
452	3295	3979
453	3303	3973
454	3308	3962
455	3313	3953
456	3322	3948
457	3330	3941
458	3339	3936
459	3342	3923
460	3346	3912
461	3350	3901
462	3358	3895
463	3361	3883
464	3371	3879
465	3376	3868
466	3381	3859
467	3391	3855
468	3395	3844
469	3402	3837
470	3410	3830
471	3414	3820
472	3423	3814
473	3433	3809
474	3436	3798
475	3441	3788
476	3448	3781
477	3458	3776
478	3463	3767
479	3468	3757
480	3476	3750
481	3481	3741
482	3487	3732
483	3492	3722
484	3501	3717
485	3505	3707
486	3507	3695
487	3517	3689
488	3522	3680
489	3531	3676
490	3540	3669
491	3548	3664
492	3556	3657
493	3563	3649
494	3569	3641
495	3573	3631
496	3580	3623
497	3584	3613
498	3592	3606
499	3596	3596
500	3601	3587
501	3607	3578
502	3613	3569
503	3617	3560
504	3626	3554
505	3632	3546
506	3645	3544
507	3665	3549
508	3671	3542
509	3683	3538
510	3696	3537
511	3706	3533
512	3716	3528
513	3721	3518
514	3732	3514
515	3741	3509
516	3750	3503
517	3761	3500
518	3765	3489
519	3771	3481
520	3780	3475
521	3789	3469
522	3795	3461
523	3800	3452
524	3807	3445
525	3811	3435
526	3818	3427
527	3823	3418
528	3828	3408
529	3836	3402
530	3842	3393
531	3850	3387
532	3855	3377
533	3863	3371
534	3871	3365
535	3875	3354
536	3879	3344
537	3882	3334
538	3890	3327
539	3896	3318
540	3900	3309
541	3909	3303
542	3914	3294
543	3919	3285
544	3925	3277
545	3933	3270
546	3938	3261
547	3945	3254
548	3951	3245
549	3958	3238
550	3962	3229
551	3966	3219
552	3970	3209
553	3979	3203
554	3984	3195
555	3990	3186
556	3996	3178
557	4001	3169
558	4005	3160
559	4009	3150
560	4012	3140
561	4017	3130
562	4020	3120
563	4030	3115
564	4039	3109
565	4044	3101
566	4053	3095
567	4057	3085
568	4061	3076
569	4065	3066
570	4072	3059
571	4081	3053
572	4089	3047
573	4097	3041
574	4101	3031
575	4105	3021
576	4108	3011
577	4115	3004
578	4118	2994
579	4121	2984
580	4126	2976
581	4135	2970
582	4146	2965
583	4150	2956
584	4156	2948
585	4161	2939
586	4164	2930
587	4169	2921
588	4173	2912
589	4178	2903
590	4187	2898
591	4192	2889
592	4200	2883
593	4206	2874
594	4210	2865
595	4213	2856
596	4222	2850
597	4230	2843
598	4233	2834
599	4239	2826
600	4244	2818
601	4253	2812
602	4258	2803
603	4266	2797
604	4275	2791
605	4279	2782
606	4282	2772
607	4287	2764
608	4291	2755
609	4300	2749
610	4302	2739
611	4311	2733
612	4314	2724
613	4323	2718
614	4328	2709
615	4333	2701
616	4342	2695
617	4346	2686
618	4351	2678
619	4354	2668
620	4357	2659
621	4361	2650
622	4364	2641
623	4372	2634
624	4376	2625
625	4383	2618
626	4389	2611
627	4393	2602
628	4399	2594
629	4405	2587
630	4409	2578
631	4412	2569
632	4418	2561
633	4423	2553
634	4431	2547
635	4439	2540
636	4443	2532
637	4448	2524
638	4454	2516
639	4458	2508
640	4468	2502
641	4474	2494
642	4477	2486
643	4487	2480
644	4494	2473
645	4502	2467
646	4504	2457
647	4509	2449
648	4519	2444
649	4523	2435
650	4529	2428
651	4539	2422
652	4547	2416
653	4552	2408
654	4555	2399
655	4565	2394
656	4576	2389
657	4586	2383
658	4590	2375
659	4594	2367
660	4599	2359
661	4605	2351
662	4611	2343
663	4614	2335
664	4620	2327
665	4627	2320
666	4633	2313
667	4637	2304
668	4646	2299
669	4653	2292
670	4657	2283
671	4662	2275
672	4666	2267
673	4670	2259
674	4675	2251
675	4684	2245
676	4686	2236
677	4692	2228
678	4696	2220
679	4699	2211
680	4710	2206
681	4714	2198
682	4719	2190
683	4725	2182
684	4728	2174
685	4733	2166
686	4736	2158
687	4746	2152
688	4755	2146
689	4762	2139
690	4770	2133
691	4773	2124
692	4778	2116
693	4787	2110
694	4795	2104
695	4799	2096
696	4802	2087
697	4806	2079
698	4810	2071
699	4814	2063
700	4823	2057
701	4829	2049
702	4832	2041
703	4835	2033
704	4839	2025
705	4843	2016
706	4845	2008
707	4856	2002
708	4862	1995
709	4866	1987
710	4871	1979
711	4876	1972
712	4879	1964
713	4885	1956
714	4889	1948
715	4897	1942
716	4906	1936
717	4914	1930
718	4918	1922
719	4923	1914
720	4930	1908
721	4937	1901
722	4945	1894
723	4949	1886
724	4954	1879
725	4958	1871
726	4962	1863
727	4965	1855
728	4969	1847
729	4972	1839
730	4974	1830
731	4984	1824
732	4988	1817
733	4995	1810
734	5000	1802
735	5042	1808
736	5063	1806
737	5071	1800
738	5077	1793
739	5090	1788
740	5102	1783
741	5113	1777
742	5116	1769
743	5119	1761
744	5125	1754
745	5131	1747
746	5135	1739
747	5139	1731
748	5146	1724
749	5156	1718
750	5161	1711
751	5165	1703
752	5171	1696
753	5180	1690
754	5189	1683
755	5193	1676
756	5200	1669
757	5205	1661
758	5212	1655
759	5217	1647
760	5225	1641
761	5229	1633
762	5237	1626
763	5241	1619
764	5249	1612
765	5252	1604
766	5259	1597
767	5262	1589
768	5272	1583
769	5276	1576
770	5282	1569
771	5288	1561
772	5291	1553
773	5293	1545
774	5298	1538
775	5302	1530
776	5310	1524
777	5313	1516
778	5316	1508
779	5325	1502
780	5331	1494
781	5334	1487
782	5343	1480
783	5348	1473
784	5355	1466
785	5358	1458
786	5362	1451
787	5371	1445
788	5375	1437
789	5381	1430
790	5387	1423
791	5392	1416
792	5396	1408
793	5403	1402
794	5407	1394
795	5413	1387
796	5417	1379
797	5421	1372
798	5428	1365
799	5432	1358
800	5437	1350
801	5445	1344
802	5454	1338
803	5459	1330
804	5468	1324
805	5471	1316
806	5478	1310
807	5483	1302
808	5488	1295
809	5497	1289
810	5504	1282
811	5510	1275
812	5512	1268
813	5517	1260
814	5521	1253
815	5526	1246
816	5530	1238
817	5535	1231
818	5539	1224
819	5543	1216
820	5545	1209
821	5550	1201
822	5558	1195
823	5563	1188
824	5567	1181
825	5575	1174
826	5578	1166
827	5581	1159
828	5584	1151
829	5589	1144
830	5596	1138
831	5604	1131
832	5612	1125
833	5617	1118
834	5623	1111
835	5627	1103
836	5635	1097
837	5643	1090
838	5649	1084
839	5655	1077
840	5659	1069
841	5663	1062
842	5667	1055
843	5677	1049
844	5684	1042
845	5692	1036
846	5695	1028
847	5707	1023
848	5712	1016
849	5717	1009
850	5726	1002
851	5730	995
852	5735	988
853	5739	981
854	5744	974
855	5748	967
856	5755	960
857	5758	953
858	5766	946
859	5772	939
860	5778	932
861	5787	926
862	5791	919
863	5804	913
864	5811	907
865	5815	899
866	5823	893
867	5827	886
868	5836	879
869	5841	872
870	5845	865
871	5851	858
872	5856	852
873	5862	845
874	5867	838
875	5875	831
876	5882	825
877	5888	818
878	5895	811
879	5899	804
880	5902	797
881	5910	790
882	5917	784
883	5923	777
884	5927	770
885	5936	763
886	5944	757
887	5953	750
888	5956	743
889	5961	736
890	5964	729
891	5968	722
892	5975	716
893	5979	708
894	5983	701
895	5987	694
896	5990	687
897	5999	681
898	6001	674
899	6009	667
900	6015	660
901	6019	653
902	6028	647
903	6032	640
904	6037	633
905	6048	627
906	6056	620
907	6064	614
908	6072	607
909	6075	600
910	6077	593
911	6081	586
912	6086	579
913	6089	573
914	6092	565
915	6101	559
916	6110	553
917	6116	546
918	6122	539
919	6131	533
920	6135	526
921	6142	519
922	6145	512
923	6155	506
924	6160	499
925	6164	492
926	6169	485
927	6174	479
928	6178	472
929	6181	465
930	6187	458
931	6191	451
932	6196	444
933	6204	438
934	6208	431
935	6212	424
936	6218	418
937	6230	411
938	6237	405
939	6246	398
940	6253	392
941	6259	385
942	6264	378
943	6276	372
944	6283	365
945	6287	358
946	6291	352
947	6297	345
948	6301	338
949	6305	331
950	6310	325
951	6313	318
952	6318	311
953	6324	304
954	6335	298
955	6342	291
956	6353	285
957	6362	278
958	6371	272
959	6375	265
960	6381	258
961	6385	252
962	6389	245
963	6397	238
964	6404	232
965	6409	225
966	6417	219
967	6421	212
968	6431	205
969	6439	199
970	6447	192
971	6450	185
972	6455	179
973	6462	172
974	6468	165
975	6473	159
976	6477	152
977	6485	145
978	6492	139
979	6495	132
980	6499	125
981	6504	119
982	6513	112
983	6518	105
984	6528	99
985	6536	92
986	6541	86
987	6550	79
988	6558	72
989	6562	66
990	6565	59
991	6575	53
992	6579	46
993	6586	39
994	6594	33
995	6600	26
996	6606	19
997	6614	13
998	6620	6
999	6629	0
