iter	Passed	Remaining
273	3475	9207
274	3494	9212
275	3519	9232
276	3530	9215
277	3538	9191
278	3551	9176
279	3563	9162
280	3571	9138
281	3580	9115
282	3594	9106
283	3609	9100
284	3617	9076
285	3629	9060
286	3635	9032
287	3646	9015
288	3660	9006
289	3674	8997
290	3684	8976
291	3702	8977
292	3716	8967
293	3726	8948
294	3742	8943
295	3758	8938
296	3770	8923
297	3779	8903
298	3789	8885
299	3803	8873
300	3811	8850
301	3819	8828
302	3837	8826
303	3848	8810
304	3861	8799
305	3870	8778
306	3882	8763
307	3894	8750
308	3903	8728
309	3915	8714
310	3926	8698
311	3935	8677
312	3947	8663
313	3960	8653
314	3964	8621
315	3973	8600
316	3983	8582
317	3997	8573
318	4009	8558
319	4025	8555
320	4037	8540
321	4050	8527
322	4062	8515
323	4074	8501
324	4087	8490
325	4097	8470
326	4110	8459
327	4113	8428
328	4123	8410
329	4128	8381
330	4142	8372
331	4156	8362
332	4168	8350
333	4178	8331
334	4190	8318
335	4201	8303
336	4206	8275
337	4217	8260
338	4228	8244
339	4232	8216
340	4236	8187
341	4248	8174
342	4256	8153
343	4269	8140
344	4276	8119
345	4286	8102
346	4297	8087
347	4307	8070
348	4324	8066
349	4333	8047
350	4347	8039
351	4358	8024
352	4370	8011
353	4379	7991
354	4381	7961
355	4388	7939
356	4392	7911
357	4409	7906
358	4412	7879
359	4422	7862
360	4431	7843
361	4442	7829
362	4452	7812
363	4462	7796
364	4465	7768
365	4468	7741
366	4478	7724
367	4484	7701
368	4495	7688
369	4499	7661
370	4509	7644
371	4522	7635
372	4538	7628
373	4552	7619
374	4562	7604
375	4571	7587
376	4584	7575
377	4593	7558
378	4605	7545
379	4615	7530
380	4624	7513
381	4636	7500
382	4649	7489
383	4661	7478
384	4671	7462
385	4684	7451
386	4699	7443
387	4709	7428
388	4715	7406
389	4720	7382
390	4733	7372
391	4746	7361
392	4750	7337
393	4762	7325
394	4772	7309
395	4775	7283
396	4785	7268
397	4797	7255
398	4810	7245
399	4818	7227
400	4834	7221
401	4843	7205
402	4854	7190
403	4863	7174
404	4872	7157
405	4882	7143
406	4896	7134
407	4909	7123
408	4919	7108
409	4924	7086
410	4932	7069
411	4940	7050
412	4955	7043
413	4963	7025
414	4976	7014
415	4986	7000
416	4995	6984
417	5008	6973
418	5011	6949
419	5020	6932
420	5028	6915
421	5041	6905
422	5054	6895
423	5065	6881
424	5111	6915
425	5151	6941
426	5167	6934
427	5190	6936
428	5222	6951
429	5274	6991
430	5327	7033
431	5358	7045
432	5372	7035
433	5414	7061
434	5429	7051
435	5446	7046
436	5450	7022
437	5460	7006
438	5470	6990
439	5481	6976
440	5496	6967
441	5506	6952
442	5520	6941
443	5532	6927
444	5540	6910
445	5554	6899
446	5565	6885
447	5574	6868
448	5587	6856
449	5597	6841
450	5607	6825
451	5617	6810
452	5628	6796
453	5638	6780
454	5648	6765
455	5660	6752
456	5669	6735
457	5678	6719
458	5693	6710
459	5704	6696
460	5714	6681
461	5718	6659
462	5732	6648
463	5745	6636
464	5760	6627
465	5775	6617
466	5782	6600
467	5794	6586
468	5807	6575
469	5815	6558
470	5826	6543
471	5833	6525
472	5839	6505
473	5847	6489
474	5860	6477
475	5871	6463
476	5883	6450
477	5893	6435
478	5905	6423
479	5913	6406
480	5928	6397
481	5931	6374
482	5956	6375
483	5960	6354
484	6002	6373
485	6020	6367
486	6036	6359
487	6057	6354
488	6069	6342
489	6083	6332
490	6086	6309
491	6092	6291
492	6101	6275
493	6115	6264
494	6126	6250
495	6142	6241
496	6150	6225
497	6161	6210
498	6172	6197
499	6185	6185
500	6195	6171
501	6211	6161
502	6216	6141
503	6227	6128
504	6232	6109
505	6243	6095
506	6257	6085
507	6267	6070
508	6271	6049
509	6280	6033
510	6292	6021
511	6299	6004
512	6314	5994
513	6323	5979
514	6335	5966
515	6345	5952
516	6355	5937
517	6376	5933
518	6387	5919
519	6397	5905
520	6407	5890
521	6416	5875
522	6426	5861
523	6434	5845
524	6443	5830
525	6451	5814
526	6460	5798
527	6469	5783
528	6478	5768
529	6487	5752
530	6508	5748
531	6516	5732
532	6539	5729
533	6549	5715
534	6564	5705
535	6568	5686
536	6580	5673
537	6584	5654
538	6593	5639
539	6598	5620
540	6609	5607
541	6617	5591
542	6627	5578
543	6640	5565
544	6651	5553
545	6662	5539
546	6673	5526
547	6687	5516
548	6691	5497
549	6695	5477
550	6706	5464
551	6715	5450
552	6719	5431
553	6728	5416
554	6742	5405
555	6752	5391
556	6761	5377
557	6768	5361
558	6780	5349
559	6792	5337
560	6804	5324
561	6809	5307
562	6815	5290
563	6829	5279
564	6843	5268
565	6854	5255
566	6864	5242
567	6876	5229
568	6888	5218
569	6901	5206
570	6911	5192
571	6921	5178
572	6931	5165
573	6943	5153
574	6954	5139
575	6970	5131
576	6985	5120
577	6997	5108
578	7007	5095
579	7016	5080
580	7024	5065
581	7032	5050
582	7035	5032
583	7050	5022
584	7059	5008
585	7066	4992
586	7077	4979
587	7087	4966
588	7098	4953
589	7111	4941
590	7120	4927
591	7131	4914
592	7139	4899
593	7155	4890
594	7165	4877
595	7171	4860
596	7183	4849
597	7193	4835
598	7204	4822
599	7209	4806
600	7212	4788
601	7223	4775
602	7231	4761
603	7242	4748
604	7251	4734
605	7262	4721
606	7271	4707
607	7283	4696
608	7299	4686
609	7304	4670
610	7314	4657
611	7323	4642
612	7330	4627
613	7332	4609
614	7335	4592
615	7343	4577
616	7351	4563
617	7361	4550
618	7369	4536
619	7377	4521
620	7381	4504
621	7389	4490
622	7398	4477
623	7405	4462
624	7418	4450
625	7429	4439
626	7438	4425
627	7449	4412
628	7457	4398
629	7467	4385
630	7482	4375
631	7485	4358
632	7502	4349
633	7540	4352
634	7560	4345
635	7574	4334
636	7599	4330
637	7616	4321
638	7629	4310
639	7648	4302
640	7664	4292
641	7669	4276
642	7689	4269
643	7698	4255
644	7712	4244
645	7716	4228
646	7720	4212
647	7725	4196
648	7736	4184
649	7738	4167
650	7742	4150
651	7751	4137
652	7762	4124
653	7765	4108
654	7777	4096
655	7785	4082
656	7798	4071
657	7810	4059
658	7813	4043
659	7823	4030
660	7827	4014
661	7837	4001
662	7840	3985
663	7843	3969
664	7864	3961
665	7872	3948
666	7878	3933
667	7890	3921
668	7894	3905
669	7902	3892
670	7908	3877
671	7920	3866
672	7931	3853
673	7946	3843
674	7960	3832
675	7976	3822
676	7988	3811
677	8003	3800
678	8010	3787
679	8023	3775
680	8034	3763
681	8044	3750
682	8057	3739
683	8071	3729
684	8083	3717
685	8087	3702
686	8098	3689
687	8105	3675
688	8117	3664
689	8122	3649
690	8126	3633
691	8142	3624
692	8155	3612
693	8163	3599
694	8172	3586
695	8183	3574
696	8189	3560
697	8199	3547
698	8209	3535
699	8211	3519
700	8221	3506
701	8230	3493
702	8239	3480
703	8250	3469
704	8259	3456
705	8263	3441
706	8274	3429
707	8285	3416
708	8297	3405
709	8306	3392
710	8318	3381
711	8332	3370
712	8340	3357
713	8347	3343
714	8361	3333
715	8375	3322
716	8378	3307
717	8395	3297
718	8405	3285
719	8418	3273
720	8433	3263
721	8441	3250
722	8448	3236
723	8470	3228
724	8506	3226
725	8536	3221
726	8562	3215
727	8578	3205
728	8583	3190
729	8596	3179
730	8607	3167
731	8610	3152
732	8643	3148
733	8664	3139
734	8675	3127
735	8686	3115
736	8694	3102
737	8697	3087
738	8701	3073
739	8706	3058
740	8717	3047
741	8726	3034
742	8738	3022
743	8753	3012
744	8762	2999
745	8772	2986
746	8786	2975
747	8794	2963
748	8811	2952
749	8820	2940
750	8873	2942
751	8897	2934
752	8903	2920
753	8908	2906
754	8917	2893
755	8938	2884
756	8947	2872
757	8964	2862
758	8972	2848
759	9001	2842
760	9023	2833
761	9038	2823
762	9044	2809
763	9052	2796
764	9060	2783
765	9088	2776
766	9103	2765
767	9118	2754
768	9122	2740
769	9135	2728
770	9144	2716
771	9154	2703
772	9163	2690
773	9177	2679
774	9188	2667
775	9200	2655
776	9209	2643
777	9220	2630
778	9225	2617
779	9237	2605
780	9245	2592
781	9257	2580
782	9268	2568
783	9278	2556
784	9290	2544
785	9294	2530
786	9303	2518
787	9317	2506
788	9326	2494
789	9338	2482
790	9348	2469
791	9356	2457
792	9366	2445
793	9375	2432
794	9385	2420
795	9390	2406
796	9402	2394
797	9412	2382
798	9421	2370
799	9423	2355
800	9428	2342
801	9433	2328
802	9436	2315
803	9449	2303
804	9462	2292
805	9471	2279
806	9482	2267
807	9491	2255
808	9495	2241
809	9502	2229
810	9512	2216
811	9515	2203
812	9524	2190
813	9532	2178
814	9539	2165
815	9549	2153
816	9551	2139
817	9561	2127
818	9566	2114
819	9572	2101
820	9584	2089
821	9594	2077
822	9603	2065
823	9614	2053
824	9626	2041
825	9634	2029
826	9645	2017
827	9653	2005
828	9663	1993
829	9670	1980
830	9680	1968
831	9693	1957
832	9704	1945
833	9714	1933
834	9723	1921
835	9729	1908
836	9738	1896
837	9747	1884
838	9757	1872
839	9763	1859
840	9775	1848
841	9787	1836
842	9796	1824
843	9805	1812
844	9813	1800
845	9820	1787
846	9828	1775
847	9836	1763
848	9840	1750
849	9848	1737
850	9854	1725
851	9856	1712
852	9871	1701
853	9879	1689
854	9886	1676
855	9894	1664
856	9904	1652
857	9911	1640
858	9916	1627
859	9927	1616
860	9939	1604
861	9941	1591
862	9951	1579
863	9959	1567
864	9970	1556
865	9980	1544
866	9989	1532
867	9999	1520
868	10008	1508
869	10021	1497
870	10031	1485
871	10039	1473
872	10049	1461
873	10062	1450
874	10066	1438
875	10082	1427
876	10089	1415
877	10100	1403
878	10112	1392
879	10130	1381
880	10145	1370
881	10154	1358
882	10163	1346
883	10172	1334
884	10182	1323
885	10191	1311
886	10201	1299
887	10210	1287
888	10220	1276
889	10228	1264
890	10236	1252
891	10244	1240
892	10253	1228
893	10261	1216
894	10272	1205
895	10276	1192
896	10288	1181
897	10298	1169
898	10305	1157
899	10315	1146
900	10324	1134
901	10334	1122
902	10344	1111
903	10355	1099
904	10365	1088
905	10382	1077
906	10390	1065
907	10399	1053
908	10408	1042
909	10418	1030
910	10428	1018
911	10438	1007
912	10441	994
913	10453	983
914	10457	971
915	10464	959
916	10472	947
917	10480	936
918	10484	924
919	10496	912
920	10507	901
921	10517	889
922	10534	878
923	10547	867
924	10550	855
925	10560	843
926	10568	832
927	10576	820
928	10591	809
929	10601	797
930	10613	786
931	10616	774
932	10627	763
933	10640	751
934	10649	740
935	10658	728
936	10663	716
937	10672	705
938	10676	693
939	10686	682
940	10694	670
941	10707	659
942	10716	647
943	10751	637
944	10758	626
945	10800	616
946	10830	606
947	10886	597
948	10892	585
949	10912	574
950	10927	563
951	10941	551
952	10956	540
953	10967	528
954	10970	516
955	10977	505
956	10987	493
957	10998	482
958	11006	470
959	11018	459
960	11026	447
961	11029	435
962	11039	424
963	11056	412
964	11067	401
965	11075	389
966	11085	378
967	11097	366
968	11100	355
969	11114	343
970	11125	332
971	11136	320
972	11148	309
973	11158	297
974	11168	286
975	11177	274
976	11187	263
977	11197	251
978	11200	240
979	11211	228
980	11220	217
981	11231	205
982	11236	194
983	11246	182
984	11258	171
985	11267	159
986	11279	148
987	11289	137
988	11299	125
989	11310	114
990	11319	102
991	11324	91
992	11334	79
993	11347	68
994	11357	57
995	11367	45
996	11377	34
997	11389	22
998	11397	11
999	11410	0
