iter	Passed	Remaining
549	4716	3858
550	4721	3847
551	4730	3839
552	4736	3828
553	4741	3817
554	4747	3806
555	4751	3794
556	4764	3789
557	4771	3779
558	4782	3772
559	4787	3761
560	4796	3753
561	4800	3741
562	4807	3731
563	4813	3721
564	4818	3709
565	4823	3698
566	4828	3687
567	4833	3675
568	4839	3665
569	4845	3655
570	4850	3644
571	4858	3635
572	4863	3624
573	4868	3613
574	4877	3605
575	4882	3594
576	4889	3584
577	4898	3576
578	4907	3568
579	4933	3572
580	4941	3563
581	4946	3552
582	4950	3541
583	4957	3531
584	4962	3520
585	4968	3510
586	4973	3499
587	4978	3487
588	4982	3476
589	4987	3466
590	4992	3455
591	4997	3444
592	5004	3434
593	5009	3423
594	5013	3412
595	5020	3403
596	5025	3392
597	5029	3380
598	5034	3370
599	5039	3359
600	5043	3348
601	5049	3338
602	5055	3328
603	5060	3317
604	5069	3309
605	5074	3299
606	5093	3297
607	5103	3290
608	5109	3280
609	5118	3272
610	5123	3261
611	5127	3251
612	5134	3241
613	5139	3230
614	5145	3221
615	5151	3211
616	5156	3200
617	5160	3190
618	5166	3179
619	5171	3169
620	5175	3158
621	5184	3150
622	5188	3139
623	5195	3130
624	5200	3120
625	5204	3109
626	5211	3100
627	5216	3090
628	5221	3079
629	5227	3070
630	5232	3060
631	5237	3049
632	5245	3041
633	5251	3031
634	5255	3021
635	5261	3011
636	5266	3001
637	5272	2991
638	5278	2981
639	5282	2971
640	5292	2963
641	5313	2962
642	5319	2953
643	5327	2944
644	5331	2934
645	5335	2923
646	5347	2917
647	5351	2907
648	5358	2898
649	5363	2888
650	5368	2877
651	5375	2869
652	5380	2859
653	5384	2848
654	5391	2839
655	5395	2829
656	5399	2819
657	5407	2810
658	5412	2800
659	5416	2790
660	5424	2781
661	5428	2771
662	5434	2762
663	5440	2753
664	5445	2743
665	5452	2734
666	5457	2724
667	5462	2714
668	5471	2707
669	5479	2698
670	5489	2691
671	5495	2682
672	5508	2676
673	5514	2667
674	5520	2657
675	5535	2652
676	5545	2645
677	5554	2638
678	5558	2627
679	5566	2619
680	5570	2609
681	5575	2599
682	5582	2591
683	5587	2581
684	5591	2571
685	5598	2562
686	5603	2552
687	5607	2542
688	5614	2534
689	5619	2524
690	5623	2514
691	5630	2506
692	5637	2497
693	5643	2488
694	5649	2479
695	5654	2469
696	5660	2460
697	5667	2452
698	5672	2442
699	5682	2435
700	5687	2426
701	5696	2418
702	5701	2408
703	5706	2399
704	5713	2390
705	5724	2383
706	5736	2377
707	5743	2368
708	5749	2359
709	5754	2350
710	5761	2341
711	5778	2337
712	5783	2328
713	5789	2319
714	5806	2314
715	5834	2314
716	5853	2310
717	5868	2304
718	5890	2301
719	5912	2299
720	5924	2292
721	5960	2294
722	5971	2287
723	5984	2281
724	5999	2275
725	6021	2272
726	6045	2270
727	6063	2265
728	6069	2256
729	6080	2249
730	6092	2241
731	6101	2233
732	6113	2226
733	6119	2217
734	6133	2211
735	6141	2202
736	6155	2196
737	6163	2188
738	6180	2182
739	6188	2174
740	6194	2165
741	6214	2160
742	6220	2151
743	6230	2143
744	6239	2135
745	6247	2127
746	6268	2122
747	6273	2113
748	6286	2106
749	6294	2098
750	6315	2093
751	6330	2087
752	6347	2082
753	6356	2073
754	6376	2069
755	6387	2061
756	6393	2052
757	6406	2045
758	6412	2036
759	6422	2028
760	6428	2019
761	6434	2009
762	6440	2000
763	6458	1995
764	6469	1987
765	6477	1978
766	6488	1971
767	6494	1961
768	6506	1954
769	6512	1945
770	6517	1935
771	6527	1927
772	6534	1918
773	6539	1909
774	6546	1900
775	6553	1891
776	6562	1883
777	6568	1874
778	6575	1865
779	6579	1855
780	6586	1846
781	6603	1840
782	6609	1831
783	6616	1822
784	6621	1813
785	6634	1806
786	6642	1797
787	6648	1788
788	6657	1780
789	6662	1771
790	6669	1762
791	6677	1753
792	6683	1744
793	6691	1735
794	6697	1726
795	6705	1718
796	6710	1709
797	6718	1700
798	6725	1691
799	6729	1682
800	6738	1674
801	6744	1665
802	6749	1655
803	6755	1646
804	6761	1637
805	6769	1629
806	6774	1620
807	6780	1611
808	6787	1602
809	6792	1593
810	6797	1584
811	6802	1575
812	6807	1565
813	6812	1556
814	6817	1547
815	6822	1538
816	6828	1529
817	6834	1520
818	6838	1511
819	6844	1502
820	6848	1493
821	6854	1484
822	6859	1475
823	6865	1466
824	6870	1457
825	6875	1448
826	6895	1442
827	6900	1433
828	6906	1424
829	6914	1416
830	6918	1407
831	6924	1398
832	6929	1389
833	6935	1380
834	6940	1371
835	6946	1362
836	6950	1353
837	6957	1345
838	6962	1336
839	6967	1327
840	6972	1318
841	6978	1309
842	6982	1300
843	6988	1291
844	6993	1282
845	6998	1273
846	7003	1265
847	7008	1256
848	7013	1247
849	7018	1238
850	7024	1229
851	7029	1221
852	7034	1212
853	7040	1203
854	7046	1194
855	7051	1186
856	7056	1177
857	7062	1168
858	7068	1160
859	7073	1151
860	7080	1143
861	7088	1134
862	7093	1126
863	7099	1117
864	7106	1109
865	7111	1100
866	7117	1091
867	7130	1084
868	7137	1076
869	7143	1067
870	7148	1058
871	7154	1050
872	7159	1041
873	7167	1033
874	7171	1024
875	7176	1015
876	7184	1007
877	7189	998
878	7195	990
879	7202	982
880	7207	973
881	7217	965
882	7222	957
883	7226	948
884	7236	940
885	7241	931
886	7249	923
887	7254	914
888	7260	906
889	7268	898
890	7274	889
891	7279	881
892	7285	872
893	7290	864
894	7296	855
895	7300	847
896	7308	839
897	7317	831
898	7327	823
899	7333	814
900	7337	806
901	7343	797
902	7349	789
903	7354	780
904	7363	772
905	7368	764
906	7376	756
907	7380	747
908	7385	739
909	7394	731
910	7398	722
911	7403	714
912	7412	706
913	7417	697
914	7427	689
915	7432	681
916	7441	673
917	7446	665
918	7459	657
919	7472	649
920	7481	641
921	7499	634
922	7511	626
923	7524	618
924	7529	610
925	7535	602
926	7541	593
927	7546	585
928	7553	577
929	7557	568
930	7562	560
931	7574	552
932	7579	544
933	7592	536
934	7597	528
935	7610	520
936	7617	512
937	7626	504
938	7637	496
939	7643	487
940	7650	479
941	7655	471
942	7660	463
943	7665	454
944	7674	446
945	7682	438
946	7687	430
947	7698	422
948	7703	413
949	7707	405
950	7720	397
951	7724	389
952	7730	381
953	7735	372
954	7739	364
955	7748	356
956	7752	348
957	7758	340
958	7768	332
959	7773	323
960	7782	315
961	7787	307
962	7793	299
963	7799	291
964	7807	283
965	7813	275
966	7818	266
967	7825	258
968	7845	250
969	7850	242
970	7857	234
971	7862	226
972	7892	219
973	7904	211
974	7921	203
975	7936	195
976	7942	186
977	7949	178
978	7954	170
979	7962	162
980	7966	154
981	7970	146
982	7976	137
983	7981	129
984	7985	121
985	7993	113
986	7999	105
987	8003	97
988	8009	89
989	8014	80
990	8019	72
991	8025	64
992	8031	56
993	8035	48
994	8041	40
995	8046	32
996	8051	24
997	8058	16
998	8063	8
999	8074	0
