iter	Logloss
585	0.3812573344
586	0.3811977396
587	0.3811479409
588	0.3810806708
589	0.3810507347
590	0.3810088001
591	0.3809826707
592	0.3809588935
593	0.38094231
594	0.3809261167
595	0.3809218028
596	0.380905294
597	0.3808935424
598	0.3808438338
599	0.380834284
600	0.3808320091
601	0.3807862463
602	0.3807784139
603	0.3807266881
604	0.3807092273
605	0.380691179
606	0.3806749179
607	0.3806471721
608	0.3806149651
609	0.3806077609
610	0.3805708507
611	0.3805296492
612	0.3805107031
613	0.3805100659
614	0.3805085196
615	0.3804923029
616	0.3804505682
617	0.3804298593
618	0.3804178745
619	0.3804053489
620	0.3804049355
621	0.3803776391
622	0.3803392988
623	0.3803377221
624	0.3803254012
625	0.3802774182
626	0.3802447271
627	0.3802105922
628	0.3801588451
629	0.3801196877
630	0.3800904576
631	0.3800690899
632	0.3800114015
633	0.3799603207
634	0.3799153882
635	0.3798844939
636	0.3798222191
637	0.3797689861
638	0.37975387
639	0.3797437388
640	0.3797134532
641	0.3797136151
642	0.3796778833
643	0.3796618128
644	0.3796257106
645	0.3796205516
646	0.3796177204
647	0.3796079006
648	0.3796028198
649	0.3796021226
650	0.379600825
651	0.3795752143
652	0.3795632388
653	0.3795620952
654	0.3795483184
655	0.3795018525
656	0.3794659463
657	0.3794371828
658	0.3794309098
659	0.3793941035
660	0.3793933056
661	0.3793572695
662	0.3793570794
663	0.3793553875
664	0.3793121078
665	0.3793053245
666	0.379277963
667	0.3792543862
668	0.3792528821
669	0.3792313242
670	0.3792080812
671	0.3791653965
672	0.3791248839
673	0.3790939315
674	0.3790739871
675	0.3790268458
676	0.3789966412
677	0.3789635267
678	0.3789556341
679	0.3789219357
680	0.3788963659
681	0.3788663173
682	0.3788364748
683	0.378784496
684	0.378760696
685	0.3787420319
686	0.3787012687
687	0.3786615188
688	0.3786464388
689	0.3786452992
690	0.3786388383
691	0.3786160561
692	0.3785800058
693	0.3785736682
694	0.3785496321
695	0.3785076258
696	0.3785004384
697	0.378485652
698	0.3784519078
699	0.3784508996
700	0.3784182153
701	0.3783852809
702	0.3783765658
703	0.3783629795
704	0.3783329517
705	0.3783322415
706	0.3783230554
707	0.3782775804
708	0.378244045
709	0.3782340307
710	0.378211555
711	0.3782004954
712	0.3781762721
713	0.3781640157
714	0.3781562891
715	0.378128157
716	0.378127441
717	0.378085134
718	0.3780676315
719	0.3780365022
720	0.378014672
721	0.3780108162
722	0.3780017115
723	0.377968373
724	0.3779547693
725	0.377948544
726	0.3779105661
727	0.37788282
728	0.3778750856
729	0.3778191311
730	0.3778027604
731	0.3778003022
732	0.3777868662
733	0.377771389
734	0.3777464289
735	0.3777220952
736	0.3776931263
737	0.3776920997
738	0.3776918145
739	0.3776798257
740	0.3776566845
741	0.3776412596
742	0.3776211389
743	0.377595778
744	0.3775655025
745	0.3775532953
746	0.3775136607
747	0.3774742758
748	0.3774358782
749	0.3774285477
750	0.3773991064
751	0.3773822374
752	0.3773764867
753	0.3773711292
754	0.3773545164
755	0.3773447586
756	0.3773400841
757	0.3773232591
758	0.3773139385
759	0.3772808513
760	0.3772756254
761	0.3772644365
762	0.3772621418
763	0.3772501403
764	0.3772149221
765	0.3771763932
766	0.3771640584
767	0.3771538333
768	0.3771512739
769	0.3771385259
770	0.3771212186
771	0.3770920368
772	0.3770596102
773	0.3770397434
774	0.3770240038
775	0.3770043764
776	0.3769831566
777	0.3769660079
778	0.3769617797
779	0.3769421105
780	0.3769311823
781	0.3769046157
782	0.3768654423
783	0.3768225361
784	0.3767893599
785	0.3767824574
786	0.3767734152
787	0.3767668435
788	0.3767441443
789	0.3767227842
790	0.3767008566
791	0.3766893879
792	0.3766813857
793	0.3766615739
794	0.3766508301
795	0.3766358587
796	0.3765988171
797	0.3765779338
798	0.3765482746
799	0.3765484545
800	0.3765477438
801	0.3765405943
802	0.3765402098
803	0.3765157538
804	0.3765070054
805	0.3764862017
806	0.3764745581
807	0.3764458531
808	0.3764440375
809	0.3764350108
810	0.3764166848
811	0.3764139419
812	0.3763965058
813	0.3763854626
814	0.3763746059
815	0.3763616962
816	0.3763619939
817	0.3763414173
818	0.3763341618
819	0.3763253691
820	0.3763151599
821	0.376287701
822	0.3762608184
823	0.376222768
824	0.3761915737
825	0.3761682638
826	0.3761414632
827	0.3761258738
828	0.3761069246
829	0.3760877307
830	0.3760682515
831	0.3760277993
832	0.3759952878
833	0.3759701803
834	0.3759642742
835	0.3759637027
836	0.3759336881
837	0.3759070933
838	0.3758915398
839	0.3758540936
840	0.3758295064
841	0.3758175876
842	0.3757881811
843	0.3757743495
844	0.3757494936
845	0.3757436476
846	0.3757144447
847	0.3757019781
848	0.3756987143
849	0.3756842731
850	0.3756795592
851	0.3756766223
852	0.3756673386
853	0.3756566047
854	0.3756514837
855	0.3756340829
856	0.3756288095
857	0.3756060546
858	0.3756050031
859	0.3755870862
860	0.3755547426
861	0.3755542788
862	0.3755281661
863	0.3754934307
864	0.3754805984
865	0.3754405793
866	0.3754215391
867	0.3754000883
868	0.3753864609
869	0.375378263
870	0.3753729183
871	0.3753573668
872	0.3753274393
873	0.375304867
874	0.3753018858
875	0.3752820585
876	0.3752755138
877	0.3752632286
878	0.3752419922
879	0.3752221775
880	0.3752041102
881	0.375178693
882	0.3751388737
883	0.3751189778
884	0.3750993436
885	0.3750921907
886	0.3750835361
887	0.3750553429
888	0.3750412288
889	0.3750354465
890	0.3750077046
891	0.3749977998
892	0.3749870412
893	0.3749702866
894	0.3749558755
895	0.3749547863
896	0.3749358714
897	0.3749128061
898	0.3749103714
899	0.3748877379
900	0.3748780361
901	0.3748441144
902	0.3748261437
903	0.3747961224
904	0.3747666156
905	0.3747362395
906	0.374721348
907	0.3746986263
908	0.374681591
909	0.374653747
910	0.3746304962
911	0.3746177216
912	0.374617338
913	0.3746052036
914	0.3746009723
915	0.3745970272
916	0.374581607
917	0.3745589705
918	0.3745574805
919	0.3745287511
920	0.3744941248
921	0.3744636317
922	0.3744315972
923	0.3744144074
924	0.3744091166
925	0.3743880122
926	0.374373543
927	0.3743623709
928	0.3743549886
929	0.3743354481
930	0.3743305555
931	0.3743307511
932	0.3743130906
933	0.3743061625
934	0.374293037
935	0.3742746863
936	0.3742707313
937	0.3742448992
938	0.3742425943
939	0.3742355201
940	0.374218891
941	0.3741943069
942	0.3741724314
943	0.3741693193
944	0.3741665968
945	0.3741592017
946	0.3741478655
947	0.374138926
948	0.374139001
949	0.374132175
950	0.3741153747
951	0.3740813835
952	0.3740640283
953	0.3740460793
954	0.374045289
955	0.3740354335
956	0.3740178978
957	0.3739872118
958	0.373980324
959	0.3739754197
960	0.3739680464
961	0.3739654595
962	0.3739436344
963	0.3739123732
964	0.3738858979
965	0.3738795657
966	0.373867665
967	0.3738299058
968	0.373830086
969	0.3737917138
970	0.3737846913
971	0.3737730415
972	0.3737591487
973	0.3737467711
974	0.373722666
975	0.3736947392
976	0.3736819425
977	0.3736601363
978	0.3736596981
979	0.3736456871
980	0.3736235454
981	0.3736038914
982	0.3736018447
983	0.3735792583
984	0.3735696539
985	0.3735604308
986	0.3735310736
987	0.3735058735
988	0.3734849617
989	0.3734544682
990	0.3734481678
991	0.3734446999
992	0.3734130424
993	0.3733899591
994	0.3733673545
995	0.3733544095
996	0.3733351573
997	0.3733257998
998	0.373304281
999	0.3732850106
